This	April 22, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	7
""			
2	JOY STREET, by Frances Parkinson Keyes.	2	20
""			
3	THE DISENCHANTED, by Budd Schulberg.	3	25
""			
4	MORNING JOURNEY, by James Hilton.	4	7
""			
5	NEW YORK 22, by Ilka Chase.	9	4
""			
6	THE AGE OF LONGING, by Arthur Koestler.	5	6
""			
7	FESTIVAL, by J.B. Priestley.	--	1
""			
8	THE BALANCE WHEEL, by Taylor Caldwell.	10	14
""			
9	THE LEFT HAND OF GOD, by William E. Barrett.	8	10
""			
10	ROUND THE BEND, by Nevil Shute.	11	5
""			
11	RIVER OF THE SUN, by James Ramsey Ullman.	6	14
""			
12	THE CAINE MUTINY, by Herman Wouk.	--	1
""			
13	THE CARDINAL, by Henry Morton Robinson.	12	55
""			
14	THE DISAPPEARANCE, by Philip Wylie.	7	14
""			
15	OLD HERBACEOUS, by Reginald Arkell.	14	7
""			
16	WORLD SO WIDE, by Sinclair Lewis.	16	2
This	April 22, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	1	6
""			
2	KON-TIKI, by Thor Heyerdahl.	2	32
""			
3	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	3	5
""			
4	ROMMEL, THE DESERT FOX, by Desmond Young.	4	12
""			
5	THE FAR SIDE OF PARADISE, by Arthur Mizener.	5	11
""			
6	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	6	54
""			
7	OUT OF THIS WORLD, by Lowell Thomas Jr.	7	19
""			
8	MY SIX CONVICTS, by Donald Powell Wilson.	8	10
""			
9	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	9	22
""			
10	THE VICIOUS CIRCLE, by Margaret Case Harriman.	12	5
""			
11	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	--	1
""	Woodroffe.		
""			
12	THE FAT BOY'S BOOK, by Elmer Wheeler.	--	1
""			
13	FLORENCE NIGHTINGALE, by Cecil Woodham-Smith.	10	6
""			
14	SEVEN DECISIONS THAT SHAPED HISTORY, by Sumner Welles.	--	1
""			
15	UNPOPULAR ESSAYS, by Bertrand Russell.	11	7
""			
16	THE THORNDIKE-BARNHART DICTIONARY, by E.L. Thorndike and Clarence	--	1
""	L. Barnhart.		
