This	March 12, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PARASITES, by Daphne du Maurier.	1	9
""			
2	THE EGYPTIAN, by Mika Waltari.	3	27
""			
3	THE KING'S CAVALIER, by Samuel Shellabarger.	2	8
""			
4	THE HORSE'S MOUTH, by Joyce Cary.	5	5
""			
5	GENTIAN HILL, by Elizabeth Goudge.	4	9
""			
6	MARY, by Sholem Asch.	6	21
""			
7	A RAGE TO LIVE, by John O'Hara.	7	26
""			
8	JUBILEE TRAIL, by Gwen Bristow.	9	3
""			
9	THE WALL, by John Hersey.	--	1
""			
10	THE STRANGE LAND, by Ned Calmer.	12	3
""			
11	ONE ON THE HOUSE, by Mary Lasswell.	8	14
""			
12	THE SEA EAGLES, by John Jennings.	--	1
""			
13	THE WOMAN OF ROME, by Alberto Moravia.	--	15
""			
14	A LONG DAY'S DYING, by Frederick Buechner.	10	7
""			
15	I, MY ANCESTOR, by Nancy Wilson Ross.	13	4
""			
16	THE SHELTERING SKY, by Paul Bowles.	11	11
This	March 12, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MATURE MIND, by Harry Allen Overstreet.	1	29
""			
2	THIS I REMEMBER, by Eleanor Roosevelt.	2	16
""			
3	HOME SWEET ZOO, by Clare Barnes.	3	13
""			
4	WHITE COLLAR ZOO, by Clare Barnes.	4	34
""			
5	THE BABY, by Simon & Schuster	8	2
""			
6	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	5	7
""			
7	MY THREE YEARS IN MOSCOW, by Walter Bedell Smith.	6	6
""			
8	DECISION IN GERMANY, by Lucius Du Bignon Clay.	7	3
""			
9	THE ROAD AHEAD, by John T. Flynn.	11	6
""			
10	I LEAP OVER THE WALL, by Monica Baldwin.	14	4
""			
11	MR. JONES, MEET THE MASTER, by Peter Marshall.	10	10
""			
12	MODERN ARMS AND FREE MEN, by Vannevar Bush.	13	14
""			
13	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	9	32
""			
14	THE GOD THAT FAILED, by Arthur Koestler, Ignazio Silone, Richard Wright	16	5
""	and André Gide.		
""			
15	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	12	75
""			
16	PEACE OF SOUL, by Fulton J. Sheen.	--	45
