This	July 29, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	21
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	15
""			
3	RETURN TO PARADISE, by James A. Michener.	3	13
""			
4	A WOMAN CALLED FANCY, by Frank Yerby.	4	10
""			
5	THE FOUNDLING, by Francis Cardinal Spellman.	6	8
""			
6	PROUD NEW FLAGS, by F. Van Wyck Mason.	5	13
""			
7	THE TROUBLED AIR, by Irwin Shaw.	7	6
""			
8	THIS IS THE HOUR, by Lion Feuchtwanger.	8	8
""			
9	APRIL SNOW, by Lillian Budd.	11	7
""			
10	THE HIGH CALLING, by James Street.	9	5
""			
11	OLD HERBACEOUS, by Reginald Arkell.	12	19
""			
12	SCANDALOUS MRS.BLACKFORD, by Harnett T. Kane and Victor Leclerc.	10	5
""			
13	FESTIVAL, by J.B. Priestley.	15	15
""			
14	THE CATCHER IN THE RYE, by J.D. Salinger.	--	1
""			
15	MOULIN ROUGE, by Pierre La Mure.	14	16
""			
16	GOD'S MEN, by Pearl S. Buck.	16	14
This		July 29, 1951	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	KON-TIKI, by Thor Heyerdahl.		1	46
""				
2	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.		2	20
""				
3	A KING'S STORY, by Edward Windsor, Duke of Windsor.		3	14
""				
4	A SOLDIER'S STORY, by Omar Nelson Bradley.		4	5
""				
5	THE SEA AROUND US, by Rachel Carson.		5	2
""				
6	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.		6	19
""				
7	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell		7	15
""	Woodroffe.			
""				
8	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.		14	8
""				
9	THE CHINA STORY, by Freda Utley.		8	9
""				
10	NATURE'S WAYS, by Roy Chapman Andrews.		--	2
""				
11	MY SIX CONVICTS, by Donald Powell Wilson.		11	24
""				
12	FIGHT AGAINST FEARS, by Lucy Freeman.		--	1
""				
13	CRIME IN AMERICA, by Estes Kefauver.		--	1
""				
14	LIFEMANSHIP, by Stephen Potter.		--	1
""				
15	WE BARRYMORES, by Lionel Barrymore and Cameron Shipp.		10	9
""				
16	ROMMEL, THE DESERT FOX, by Desmond Young.		9	26
