This	July 6, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	64
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	21
""			
3	THE HOUSES IN BETWEEN, by Howard Spring.	4	8
""			
4	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	14
""			
5	THE SARACEN BLADE, by Frank Yerby.	5	11
""			
6	THE HIDDEN FLOWER, by Pearl S. Buck.	8	5
""			
7	THE CRUEL SEA, by Nicholas Monsarrat.	6	47
""			
8	THE GOLDEN HAND, by Edith Simon.	7	8
""			
9	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	9	8
""			
10	WINDOM'S WAY, by James Ramsey Ullman.	12	4
""			
11	THE ALEXANDRIANS, by Charles Mills.	13	3
""			
12	THE SWIMMING POOL, by Mary Roberts Rinehart.	14	22
""			
13	INVISIBLE MAN, by Ralph Ellison.	11	9
""			
14	S P Q R, by Paul Hyde Bonner.	10	13
""			
15	EAST SIDE GENERAL, by Frank G. Slaughter.	16	5
""			
16	LIEUTENANT HORNBLOWER, by C.S. Forester.	15	12
This	July 6, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WITNESS, by Whittaker Chambers.	1	6
""			
2	THE SEA AROUND US, by Rachel Carson.	2	51
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	37
""			
4	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	4	6
""			
5	UNDER THE SEA-WIND, by Rachel Carson.	6	11
""			
6	THE THURBER ALBUM, by James Thurber.	7	3
""			
7	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	5	16
""			
8	BOSWELL IN HOLAND, by Frederick A. Pottle.	12	9
""			
9	MR. PRESIDENT, by William Hillman.	11	14
""			
10	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	9	8
""			
11	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	8	17
""			
12	WORKING WITH ROOSEVELT, by Samuel Irving Rosenman.	15	3
""			
13	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	--	4
""			
14	ANNE FRANK:THE DIARY OF A YOUNG GIRL, by Anne Frank.	--	1
""			
15	ELIZABETH, THE QUEEN, by Marion Crawford.	13	14
""			
16	ONE MAN'S AMERICA, by Alistair Cooke.	--	3
