This	April 8, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	7
""			
2	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	2	18
""			
3	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	3	23
""			
4	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	4	56
""			
5	ISLAND IN THE SUN, by Alec Waugh. (Farrar Straus and Giroux.)	6	12
""			
6	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	9	3
""			
7	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	5	30
""			
8	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	7	20
""			
9	H.M.S. ULYSSES, by Alistair MacLean. (Collins Clear-Type Press.)	10	11
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
10		12	37
""	Schuster.)		
""			
11	BOON ISLAND, by Kenneth Roberts. (Doubleday and Company.)	8	12
""			
12	LUCY CROWN, by Irwin Shaw. (Random House.)	--	1
""			
13	TENDER VICTORY, by Taylor Caldwell. (McGraw-Hill.)	11	11
""			
14	THE HORSE SOLDIERS, by Harold Sinclair. (Harper and Brothers.)	15	2
""			
15	NATIVE STONE, by Edwin Gilbert. (Doubleday and Company, Inc.)	--	5
""			
16	ASPECTS OF LOVE, by David Garnett. (Harcourt Brace.)	13	8
This	April 8, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
1		1	12
""	Company.)		
""			
2	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	2	55
""			
3	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	3	18
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	4	12
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
5		5	22
""	Press.)		
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	6	8
""			
7	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	9	8
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
8		10	179
""	Inc.)		
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	11	55
""			
10	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	7	27
""			
11	THE SECRET OF THE HITTITES, by C.W. Ceram. (Alfred A Knopf.)	8	11
""			
12	MEMOIRS, Vol. II, by Harry S. Truman. (Doubleday and Co.)	12	4
""			
13	DOCTOR KATE, by Adele Comandini. (Rinehart and Company.)	--	1
""			
14	WHAT I THINK, by Adlai E. Stevenson. (Harper and Brothers.)	13	4
""			
15	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	14	21
""			
16	THE DEAD SEA SCROLLS, by Millar Burrows. (Viking Press.)	16	2
