This	May 11, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	1	13
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	56
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	6
""			
4	THE CRUEL SEA, by Nicholas Monsarrat.	4	39
""			
5	LIEUTENANT HORNBLOWER, by C.S. Forester.	6	4
""			
6	THE SARACEN BLADE, by Frank Yerby.	9	3
""			
7	THE SWIMMING POOL, by Mary Roberts Rinehart.	5	14
""			
8	S P Q R, by Paul Hyde Bonner.	8	5
""			
9	THE SON OF ADAM WYNGATE, by Mary O'Hara.	11	3
""			
10	INVISIBLE MAN, by Ralph Ellison.	14	2
""			
11	HOLD BACK THE NIGHT, by Pat Frank.	7	6
""			
12	SPARK OF LIFE, by Erich Maria Remarque.	10	13
""			
13	A STONE FOR DANNY FISHER, by Harold Robbins.	12	5
""			
14	LOOK DOWN IN MERCY, by Walter Baxter.	--	2
""			
15	THE PRESIDENT'S LADY, by Irving Stone.	13	31
""			
16	EAST SIDE GENERAL, by Frank G. Slaughter.	--	1
This	May 11, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	43
""			
2	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	8
""			
3	MR. PRESIDENT, by William Hillman.	2	6
""			
4	A MAN CALLED PETER, by Catherine Marshall.	4	29
""			
5	UNDER THE SEA-WIND, by Rachel Carson.	6	3
""			
6	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	7	9
""			
7	ELIZABETH, THE QUEEN, by Marion Crawford.	5	6
""			
8	DUVEEN, by S.N. Behrman.	8	5
""			
9	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	9	22
""			
10	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	11	24
""			
11	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	10	4
""			
12	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	12	10
""			
13	THEY WENT TO COLLEGE, by Ernest Havemann and Patricia Salter West.	14	3
""			
14	THE POWER OF FAITH, by Louis Binstock.	--	3
""			
15	I LED 3 LIVES, by Herbert A. Philbrick.	13	11
""			
16	BOSWELL IN HOLAND, by Frederick A. Pottle.	--	1
