This	December 30, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	37
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	20
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	11
""			
4	MOSES, by Sholem Asch.	5	12
""			
5	THE END OF THE AFFAIR, by Graham Greene.	4	8
""			
6	THE PRESIDENT'S LADY, by Irving Stone.	6	12
""			
7	THE WANDERER, by Mika Waltari.	7	8
""			
8	THE CATCHER IN THE RYE, by J.D. Salinger.	10	23
""			
9	THE BLESSING, by Nancy Mitford.	12	10
""			
10	FROM HERE TO ETERNITY, by James Jones.	8	43
""			
11	THE IRON MISTRESS, by Paul I. Wellman.	9	21
""			
12	WAIT FOR THE WAGON, by Mary Lasswell.	11	4
""			
13	WE FISHED ALL NIGHT, by Willard Motley.	13	4
""			
14	THE CHRISTMAS FLOWER, by Joseph Henry Jackson.	--	1
""			
15	THE LADY AND THE PAINTER, by Eleanor Palffy.	15	2
""			
16	THE LUTE PLAYER, by Norah Lofts.	--	1
This	December 30, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	24
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	9
""			
3	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	4	10
""			
4	A MAN CALLED PETER, by Catherine Marshall.	3	10
""			
5	KON-TIKI, by Thor Heyerdahl.	6	68
""			
6	CLOSING THE RING, by Winston S. Churchill.	5	4
""			
7	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	10	3
""			
8	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	8	6
""			
9	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	7	8
""			
10	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	11	8
""			
11	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	9	4
""			
12	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	13	5
""			
13	INCREDIBLE NEW YORK, by Lloyd R. Morris.	--	2
""			
14	SHOW BIZ, by Abel Green and Joe Laurie Jr.	14	5
""			
15	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	12	9
""			
16	A PICTORIAL HISTORY OF THE CONFEDERACY, by Lamont Buchanan.	--	1
