This	February 17, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	21
""			
2	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	14
""			
3	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	2	9
""			
4	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	6	5
""			
5	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	4	31
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
6		5	15
""	Associates.)		
""			
7	THE ETRUSCAN, by Mika Waltari. ( G. P. Putnam's Sons.)	7	5
""			
8	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	11	2
""			
9	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	15	3
""			
10	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	12	2
""			
11	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	8	101
""			
12	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	13	52
""			
13	TOWER IN THE WEST, by Frank Norris. (Harper and Brothers.)	9	4
""			
14	THESE THOUSAND HILLS, by A.B. Guthrie Jr. (Houghton Mifflin.)	--	9
""			
15	KING OF PARIS, by Guy Endore. (Cresset Press.)	14	18
""			
16	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	16	7
This	February 17, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	10
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	21
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	3	14
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	11
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	5	18
""			
6	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	57
""			
7	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	7	12
""			
8	CITADEL, by William Smith White. (Harper and Brothers.)	8	3
""			
9	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	11	3
""			
10	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	9	11
""			
11	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	13	2
""			
12	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	15	2
""			
13	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	10	11
""			
14	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	12	2
""			
15	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	--	14
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
16		14	17
""	Company.)		
