This	February 9, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	23
""	Company.)		
""			
2	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	2	24
""			
3	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	5	3
""			
4	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	3	18
""			
5	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	4	3
""			
6	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	7	3
""			
7	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	8	16
""			
8	THE EDGE OF DARKNESS, by Mary Ellen Chase. (W. W. Norton.)	9	12
""			
9	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	6	18
""			
10	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	10	20
""			
11	PURELY ACADEMIC, by Stringfellow Barr. (Simon and Schuster.)	--	1
""			
12	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	15	27
""			
13	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	12	7
""			
14	THOMASINA, by Paul Gallico. (Doubleday.)	13	7
""			
15	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	11	27
""			
16	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	14	72
This	February 9, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	9
""			
2	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	2	23
""			
3	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	12
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	26
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	5	37
""			
6	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	6	14
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
7		7	8
""	David Loth. (Simon and Schuster.)		
""			
8	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	14	4
""			
9	POWER AND DIPLOMACY, by Dean Acheson. (Harvard University Press.)	--	1
""			
10	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	10	12
""			
11	AMERICA AS A CIVILIZATION, by Max Lerner. (Simon and Schuster.)	13	5
""			
12	ELOISE IN PARIS, by Kay Thompson. (Simon and Schuster.)	8	8
""			
13	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	9	14
""			
14	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	--	23
""			
15	MR. BARUCH, by Margaret L. Coit. (Houghton Mifflin.)	15	7
""			
16	AND THE PRICE IS RIGHT, by Margaret Case Harriman. (World Publishing Co.)	--	1
