This	July 1, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	19
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	35
""			
3	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	3	12
""			
4	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	4	4
""			
5	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	5	4
""			
6	LUCY CROWN, by Irwin Shaw. (Random House.)	6	13
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	68
""			
8	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	12	2
""			
9	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	8	4
""			
10	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	10	3
""			
11	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	11	7
""			
12	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	9	30
""			
13	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	13	15
""			
14	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	16	2
""			
15	THE CROSS OF IRON, by Willi Heinrich. (Bobbs-Merrill.)	14	6
""			
16	REMEMBER THE HOUSE, by Santha Rama Rau. (Harper.)	15	8
This	July 1, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	1	10
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	12
""			
3	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	3	20
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	5	24
""			
5	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	7	4
""			
6	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	4	67
""			
7	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	8	4
""			
8	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	10	6
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	67
""			
10	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	11	5
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
11		6	24
""	Company.)		
""			
12	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	14	20
""			
13	GRAY FOX, by Burke Davis. (Rinehart.)	12	7
""			
14	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	13	30
""			
15	SONG OF AMERICA, by George M. Mardikian. (McGraw-Hill Book Company.)	--	1
""			
16	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	15	9
