This	October 6, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	5
""	Company.)		
""			
2	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	2	9
""			
3	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	3	54
""			
4	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	5	6
""			
5	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	4	9
""			
6	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	6	11
""			
7	COMPULSION, by Meyer Levin. (Simon and Schuster.)	7	47
""			
""	THE PINK HOTEL, by Dorothy Erskine and Patrick Dennis. (G. P. Putnam's		
8		8	10
""	Sons.)		
""			
9	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	12	2
""			
10	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	9	20
""			
11	FAIROAKS, by Frank Yerby. (Dial Press.)	10	3
""			
12	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	11	14
""			
13	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	--	13
""			
14	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	--	1
""			
15	NO DOWN PAYMENT, by John McPartland. (Simon and Schuster.)	--	1
""			
16	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	13	36
This	October 6, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	5
""			
2	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	2	19
""			
3	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	3	6
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	8
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	5	20
""			
6	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	6	21
""			
7	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	7	27
""			
""	NUCLEAR WEAPONS AND FOREIGN POLICY, by Henry A. Kissinger. (Harper		
8		10	4
""	and Brothers.)		
""			
9	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	14	32
""			
10	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	8	18
""			
11	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	12	21
""			
12	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	11	86
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
13		9	14
""	House.)		
""			
14	THE DOG WHO WOULDN'T BE, by Farley Mowat. (Little, Brown and Company)	13	4
""			
15	BRIDGE TO THE SUN, by Gwen Terasaki. (University of North Carolina Press.)	--	1
""			
""	THE AGE OF STEAM, by Lucius Beebe and Charles Clegg. (Rinehart and		
16		--	1
""	Company.)		
