This	June 8, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	60
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	17
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	10
""			
4	THE SARACEN BLADE, by Frank Yerby.	4	7
""			
5	THE HOUSES IN BETWEEN, by Howard Spring.	6	4
""			
6	THE CRUEL SEA, by Nicholas Monsarrat.	5	43
""			
7	THE GOLDEN HAND, by Edith Simon.	9	4
""			
8	THE SON OF ADAM WYNGATE, by Mary O'Hara.	14	7
""			
9	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	7	4
""			
10	S P Q R, by Paul Hyde Bonner.	11	9
""			
11	INVISIBLE MAN, by Ralph Ellison.	10	5
""			
12	THE SWIMMING POOL, by Mary Roberts Rinehart.	8	18
""			
13	LIEUTENANT HORNBLOWER, by C.S. Forester.	12	8
""			
14	THE HIDDEN FLOWER, by Pearl S. Buck.	--	1
""			
15	HOLD BACK THE NIGHT, by Pat Frank.	--	9
""			
16	EAST SIDE GENERAL, by Frank G. Slaughter.	13	3
This	June 8, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	47
""			
2	A MAN CALLED PETER, by Catherine Marshall.	2	33
""			
3	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	12
""			
4	UNDER THE SEA-WIND, by Rachel Carson.	4	7
""			
5	MR. PRESIDENT, by William Hillman.	5	10
""			
6	WITNESS, by Whittaker Chambers.	13	2
""			
7	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	12	2
""			
8	BOSWELL IN HOLAND, by Frederick A. Pottle.	8	5
""			
9	ELIZABETH, THE QUEEN, by Marion Crawford.	7	10
""			
10	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	6	13
""			
11	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	9	4
""			
12	DUVEEN, by S.N. Behrman.	10	9
""			
13	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	--	1
""			
14	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	15	26
""			
15	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	14	8
""			
16	ONE MAN'S AMERICA, by Alistair Cooke.	--	1
