This	May 19, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	12
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	34
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	27
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	16
""			
5	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	13
""			
6	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	6	18
""			
7	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	7	3
""			
8	SAY, DARLING, by Richard Bissell. (Little, Brown and Company.)	9	6
""			
9	THE TOWERS OF TREBIZOND, by Rose Macaulay. (Farrar, Straus and Cudahy.)	10	3
""			
10	THE BLACK OBELISK, by Erich Maria Remarque. (Houghton Mifflin Harcourt.)	11	4
""			
11	THE WAPSHOT CHRONICLE, by John Cheever. (Harper and Row.)	8	6
""			
12	THE FALL, by Albert Camus. (Alfred A. Knopf.)	12	11
""			
13	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	--	1
""			
14	THE TOWN, by William Faulkner. (Random House.)	--	1
""			
15	MANDINGO, by Kyle Onstott. (R. Denlinger.)	15	4
""			
16	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	13	12
This	May 19, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	23
""			
2	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	3	6
""			
3	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	34
""			
4	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	6	7
""			
5	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	4	15
""			
6	TOO MUCH, TOO SOON, by Diana Barrymore and Gerold Frank. (Henry Holt.)	7	4
""			
7	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	5	9
""			
8	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	8	15
""			
9	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	9	27
""			
10	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	10	9
""			
11	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	12	24
""			
12	JOHN FOSTER DULLES, by John Robinson Beal. (Harper and Brothers.)	16	3
""			
13	THE LION'S SHARE, by Bosley Crowther. (E.P. Dutton and Co.)	--	1
""			
14	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	--	1
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
15		11	7
""	Company.)		
""			
""	GOLD RUSH COUNTRY, by the Editors of Sunset Books and Sunset Magazine.		
16		13	4
""	(Lane Publishing.)		
