This	October 25, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	11
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	55
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		5	53
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		4	30
""	Company.)		
""			
5	THE CAVE, by Robert Penn Warren. (Random House.)	3	7
""			
6	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	10	7
""			
7	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	9	13
""			
8	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	14	4
""			
9	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	13	4
""			
10	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	6	24
""			
11	THE WAR LOVER, by John Hersey. (Alfred A. Knopf.)	--	1
""			
""	STATION WAGON IN SPAIN, by Frances Parkinson Keyes. (Farrar, Straus and		
12		--	1
""	Co.)		
""			
13	EVA, by Meyer Levin. (Simon and Schuster.)	7	6
""			
14	THE TOWN HOUSE, by Norah Lofts. (Doubleday.)	11	4
""			
15	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	12	57
""			
16	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	8	18
This	October 25, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	2	24
""			
2	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	1	15
""			
3	ACT ONE, by Moss Hart. (Random House.)	3	4
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	28
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
5		5	13
""	Company.)		
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
6		7	28
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
7	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	6	20
""			
8	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	10	4
""			
9	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	8	3
""			
10	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	9	12
""			
11	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	11	37
""			
12	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	16	3
""			
13	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	12	2
""			
14	A NATURAL HISTORY OF NEW YORK CITY, by John Kieran. (Houghton Mifflin.)	--	1
""			
15	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	13	20
""			
16	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	14	15
