This	November 5, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	1	7
""			
2	THE CARDINAL, by Henry Morton Robinson.	2	31
""			
3	THE ADVENTURER, by Mika Waltari.	3	5
""			
4	FLOODTIDE, by Frank Yerby.	4	10
""			
5	THE SPANISH GARDENER, by A.J. Cronin.	5	8
""			
6	THE WIDOW, by Susan Yorke.	7	3
""			
7	JUBILEE TRAIL, by Gwen Bristow.	9	37
""			
8	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	6	9
""			
9	OWEN GLEN, by Ben Ames Williams.	8	8
""			
10	BENNETT'S WELCOME, by Inglis Fletcher.	--	1
""			
11	WORLD AND ENOUGH TIME, by Robert Penn Warren.	13	18
""			
12	CHAMPION ROAD, by Frank Tilsley.	12	3
""			
13	THE ROMAN SPRING OF MRS.STONE, by Tennessee Williams.	10	4
""			
14	HELENA, by Evelyn Waugh.	--	1
""			
15	A FEARFUL JOY, by Joyce Cary	11	2
""			
16	THE DISENCHANTED, by Budd Schulberg.	--	1
This	November 5, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	8
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	30
""			
3	COURTROOM, by Quentin Reynolds.	3	21
""			
4	BEHIND THE FLYING SAUCERS, by Frank Scully.	8	6
""			
5	DIANETICS, by L. Ron Hubbard.	4	21
""			
6	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	6	3
""			
7	THE LITTLE PRINCESSES, by Marion Crawford.	5	15
""			
8	NUTS IN MAY, by Cornelia Otis Skinner.	10	3
""			
9	TRUMAN MERRY-GO-ROUND, by Robert S. Allen and William V. Shannon.	11	4
""			
10	THE MATURE MIND, by Harry Allen Overstreet.	7	63
""			
11	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	15	34
""			
12	ANYBODY CAN DO ANYTHING, by Betty MacDonald.	12	8
""			
13	THE STORY OF ERNIE PYLE, by Lee G. Miller.	14	8
""			
14	WORDS IN COLLISION, by Immanuel Velikovsky.	13	30
""			
15	LIFT UP YOUR HEART, by Fulton J. Sheen.	16	2
""			
16	PRESIDENTS WHO HAVE KNOWN ME, by George E. Allen.	--	1
