This	January 15, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	1	11
""			
2	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	2	18
""			
3	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	4	44
""			
4	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	3	8
""			
5	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	5	6
""			
6	THE TONTINE, by Thomas B. Costain. (Doubleday.)	6	15
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
7		7	25
""	Schuster.)		
""			
8	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	8	5
""			
9	A CHARMED LIFE, by Mary McCarthy. (Houghton Mifflin Harcourt.)	10	8
""			
10	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	9	11
""			
11	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	11	12
""			
12	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	14	37
""			
13	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	12	60
""			
14	BEYOND DESIRE, by Pierre La Mure. (Collins.)	13	3
""			
15	THESE LOVERS FLED AWAY, by Howard Spring. (Harper and Brothers.)	--	11
""			
16	THE PROPHET, by Sholem Asch. (G.P. Putmam's Sons.)	15	5
This	January 15, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	43
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	15
""			
3	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	3	9
""			
4	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	4	6
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
5		6	167
""	Inc.)		
""			
6	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	5	9
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
7		7	10
""	Press.)		
""			
8	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	10	32
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	9	43
""			
10	HERBLOCK'S HERE AND NOW, by Herbert Block. (Simon and Schuster.)	11	3
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
11		8	12
""	Brothers.)		
""			
""	A DEMOCRAT LOOKS AT HIS PARTY, by Dean Gooderham Acheson. (Harper		
12		12	7
""	and Brothers.)		
""			
13	THE WORLD WE LIVE IN, by the editors of Life and Lincoln Barnett. (Time Inc.)	14	5
""			
14	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	15	10
""			
15	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	--	1
""			
16	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	13	9
