This	January 2, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
1		2	9
""	Inc.)		
""			
2	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	1	18
""			
3	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	4	11
""			
4	KATHERINE, by Anya Seton. (Houghton Mifflin.)	3	12
""			
5	SOLDIER OF FORTUNE, by Ernest Kellogg Gann. (W. Sloane Associates.)	5	11
""			
6	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	7	50
""			
7	MY BROTHER'S KEEPER, by Marcia Davenport. (Scribner.)	6	8
""			
""	GOOD MORNING, MISS DOVE, by Frances Gray Patton. (Curtis Publishing		
8		9	6
""	Company.)		
""			
9	BENTON'S ROW, by Frank Yerby. (Dial Press.)	10	3
""			
10	MARY ANNE, by Daphne du Maurier. (Doubleday and Company.)	8	29
""			
11	BLUE HURRICANE, by F. Van Wyck Mason. (Lippincott.)	11	7
""			
12	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	12	4
""			
13	THE BULLS OF PARRAL, by Marguerite Steen. (Doubleday and Company, Inc.)	--	3
""			
14	REUNION, by Merle Miller. (Viking.)	--	6
""			
15	THE FALL OF A TITAN, by Igor Gouzenko. (W.W. Norton and Co.)	--	21
""			
16	JONATHAN BLAIR, by William Donohue Ellis. (World Publishing Company.)	--	3
This	January 2, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
1		1	113
""	Inc.)		
""			
2	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	2	7
""			
3	ABRAHAM LINCOLN, by Carl Sandburg. ( Harcourt, Brace.)	3	12
""			
""	THE SATURDAY EVENING POST TREASURY, by Roger Butterfield. (Simon and		
4		4	7
""	Schuster.)		
""			
5	I'LL CRY TOMORROW, by Lillian Roth. (Frederick Fell, Inc.)	5	30
""			
6	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	6	6
""			
7	THE PRAYERS OF PETER MARSHALL, by Catherine Marshall. (McGraw-Hill.)	7	6
""			
""	R.S.V.P. ELSA MAXWELL'S OWN STORY, by Elsa Maxwell. (Little, Brown and		
8		9	8
""	Co.)		
""			
9	MELBOURNE, by David Cecil. (Grosset and Dunlap.)	8	13
""			
10	THE WHITE GATE, by Mary Ellen Chase. (W. W. Norton and Co.)	12	2
""			
11	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	14	2
""			
12	SONG OF THE SKY, by Guy Murchie. (Houghton Mifflin.)	--	1
""			
""	AN ENCYCLOPEDIA OF MODERN AMERICAN HUMOR, by Bennett Cerf.		
13		11	3
""	(Doubleday and Co.)		
""			
14	AN ALMANAC OF LIBERTY, by William O. Douglas. (Doubleday and Co.)	16	3
""			
15	CALL TO GREATNESS, by Adlai E. Stevenson. (Harper and Brothers Publishers.)	10	17
""			
16	ATOMS IN THE FAMILY, by Laura Fermi. (University of Chicago Press.)	--	3
