This	July 20, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	26
""			
2	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	20
""			
3	ICE PALACE, by Edna Ferber. (Doubleday.)	3	17
""			
4	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	4	3
""			
5	A SUMMER PLACE, by Sloan Wilson. (Simon and Schuster, Inc.)	5	13
""			
6	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	6	6
""			
7	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	9	5
""			
8	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	8	6
""			
9	THE GREENGAGE SUMMER, by Rumer Godden. (Viking.)	7	15
""			
10	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	12	3
""			
11	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	14	2
""			
12	THE TRAVELS OF JAIMIE McPHEETERS, by Robert Lewis Taylor. (Doubleday.)	10	13
""			
13	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	13	47
""			
14	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	--	16
""			
15	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	11	20
""			
16	THE GINGER MAN, by J.P. Donleavy. (McDowell, Obolensky.)	--	1
This	July 20, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	1	13
""			
2	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	2	17
""			
3	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	3	32
""			
4	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	4	10
""			
5	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	5	35
""			
6	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	7	10
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
7		6	5
""	Company.)		
""			
8	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	11	17
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
9		9	49
""	Paul Smith. (W.W. Norton and Company.)		
""			
10	ALL ABOUT MEN, by Joseph H. Peck. (Elliot Right Way Books.)	14	3
""			
""	HOW TO DO NOTHING WITH NOBODY ALL ALONE BY YOURSELF, by Robert		
11		--	4
""	Paul Smith. (W. W. Norton.)		
""			
12	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	15	4
""			
""	MISTER MUSIC MAKER, LAWRENCE WELK, by Mary Lewis Coakley.		
13		10	3
""	(Doubleday.)		
""			
""	THE FACE OF MINNESOTA, by John Szarkowski. (University of Minnesota		
14		13	6
""	Press.)		
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
15		12	11
""	(Harper and Brothers.)		
""			
16	THE QUESTION, by Henri Alleg. (George Brazilier, Inc.)	8	3
