This	December 10, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DISENCHANTED, by Budd Schulberg.	1	6
""			
2	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	2	12
""			
3	THE CARDINAL, by Henry Morton Robinson.	3	36
""			
4	THE ADVENTURER, by Mika Waltari.	4	10
""			
5	SON OF A HUNDRED KINGS, by Thomas B. Costain.	5	5
""			
6	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	6	14
""			
7	FLOODTIDE, by Frank Yerby.	7	15
""			
8	THE SPANISH GARDENER, by A.J. Cronin.	9	13
""			
9	BENNETT'S WELCOME, by Inglis Fletcher.	8	6
""			
10	JOY STREET, by Frances Parkinson Keyes.	--	1
""			
11	HELENA, by Evelyn Waugh.	--	5
""			
12	JUBILEE TRAIL, by Gwen Bristow.	12	42
""			
13	THE WIDOW, by Susan Yorke.	10	8
""			
14	PATHWAY TO THE STARS, by Harnett T. Kane.	14	3
""			
15	COUNTRY CHRONICLE, by Angela Thirkell.	15	3
""			
16	OWEN GLEN, by Ben Ames Williams.	11	13
This	December 10, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	13
""			
2	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	2	35
""			
3	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	3	3
""			
4	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	4	8
""			
5	COURTROOM, by Quentin Reynolds.	6	26
""			
6	NUTS IN MAY, by Cornelia Otis Skinner.	5	8
""			
7	BEHIND THE FLYING SAUCERS, by Frank Scully.	8	11
""			
8	DIANETICS, by L. Ron Hubbard.	7	26
""			
9	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	14	38
""			
10	THE MATURE MIND, by Harry Allen Overstreet.	12	68
""			
11	PRESIDENTS WHO HAVE KNOWN ME, by George E. Allen.	10	6
""			
12	THE LITTLE PRINCESSES, by Marion Crawford.	9	20
""			
13	THE LADY'S NOT FOR BURNING, by Christopher Fry.	11	4
""			
14	CALCULATED RISK, by Mark W. Clark.	16	5
""			
15	TRUMAN MERRY-GO-ROUND, by Robert S. Allen and William V. Shannon.	13	9
""			
16	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	--	1
