This	August 26, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	6
""			
2	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	2	27
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	3	12
""			
4	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	4	12
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	5	10
""			
6	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	6	43
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	76
""			
8	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	8	7
""			
9	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	10	20
""			
10	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	9	11
""			
11	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	11	10
""			
12	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	14	2
""			
13	THE STRAIGHT AND NARROW PATH, by Honor Tracy. (Random House.)	12	2
""			
14	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	13	12
""			
15	PEMMICAN, by Vardis Fisher. (Doubleday.)	15	3
""			
16	AFTERNOON OF AN AUTOCRAT, by Norah Lofts. (Doubleday.)	--	4
This	August 26, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	7
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	20
""			
3	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	3	12
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	5	32
""			
5	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	4	18
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	6	28
""			
7	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	7	75
""			
8	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	8	75
""			
9	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	11	12
""			
10	THE AGE OF FIGHTING SAIL, by C.S. Forester. (Doubleday.)	12	4
""			
11	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	15	4
""			
12	NOBLESSE OBLIGE, by Nancy Mitford. (Harper and Brothers.)	10	2
""			
13	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	9	13
""			
14	BLESSED ARE THE DEBONAIR, by Margaret Case Harriman. (Rinehart.)	--	1
""			
15	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	14	14
""			
""	LADY SINGS THE BLUES, by Billie Holiday and William Dufty. (Doubleday and		
16		--	1
""	Company.)		
