This	November 1, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	12
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	56
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	54
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		4	31
""	Company.)		
""			
5	THE CAVE, by Robert Penn Warren. (Random House.)	5	8
""			
6	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	6	8
""			
7	THE WAR LOVER, by John Hersey. (Alfred A. Knopf.)	11	2
""			
8	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	8	5
""			
9	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	10	25
""			
10	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	7	14
""			
11	EVA, by Meyer Levin. (Simon and Schuster.)	13	7
""			
12	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	9	5
""			
13	THE DARKNESS AND THE DAWN, by Thomas B. Costain. (Doubleday.)	--	1
""			
14	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	15	58
""			
""	STATION WAGON IN SPAIN, by Frances Parkinson Keyes. (Farrar, Straus and		
15		12	2
""	Co.)		
""			
16	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	16	19
This	November 1, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ACT ONE, by Moss Hart. (Random House.)	3	5
""			
2	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	25
""			
3	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	2	16
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	29
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
5		5	14
""	Company.)		
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
6		6	29
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
7	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	9	4
""			
8	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	7	21
""			
9	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	8	5
""			
10	A NATURAL HISTORY OF NEW YORK CITY, by John Kieran. (Houghton Mifflin.)	14	2
""			
11	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	12	4
""			
12	THE APE IN ME, by Cornelia Otis Skinner. (Houghton Mifflin.)	13	3
""			
13	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	10	13
""			
""	AFFECTIONATELY, F.D.R., by James Roosevelt and Sidney Shalett. (Harcourt,		
14		--	1
""	Brace and Company.)		
""			
15	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	11	38
""			
16	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	15	21
