This	March 16, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	48
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	5
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	31
""			
4	SPARK OF LIFE, by Erich Maria Remarque.	4	5
""			
5	THE PRESIDENT'S LADY, by Irving Stone.	5	23
""			
6	THE END OF THE AFFAIR, by Graham Greene.	6	19
""			
7	THE SWIMMING POOL, by Mary Roberts Rinehart.	9	6
""			
8	FROM HERE TO ETERNITY, by James Jones.	8	54
""			
9	JEFFERSON SELLECK, by Carl Jonas.	12	6
""			
10	MITTEE, by Daphne Rooke.	11	4
""			
11	WINDS OF MORNING, by Harold Lenoir Davis.	13	8
""			
12	MELVILLE GOODWIN, USA, by John Marquand.	7	22
""			
13	MOSES, by Sholem Asch.	10	23
""			
14	THE DUKE OF GALLODORO, by Aubrey Menen.	--	1
""			
15	HIMALAYAN ASSIGNMENT, by Francis Van Wyck Mason.	14	4
""			
16	LET IT COME DOWN, by Paul Bowles.	--	1
This	March 16, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	35
""			
2	A MAN CALLED PETER, by Catherine Marshall.	2	21
""			
3	SHOW BIZ, by Abel Green and Joe Laurie Jr.	4	16
""			
4	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	7	14
""			
5	I LED 3 LIVES, by Herbert A. Philbrick.	5	3
""			
6	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	3	20
""			
7	DANCE TO THE PIPER, by Agnes de Mille.	6	7
""			
8	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	8	16
""			
9	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	12	2
""			
10	EISENHOWER, by John Gunther.	9	5
""			
11	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	10	17
""			
12	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	--	1
""			
13	KON-TIKI, by Thor Heyerdahl.	15	79
""			
14	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	16	15
""			
15	SHANGHAI CONSPIRACY, by Charles A. Willoughby.	--	1
""			
16	CLOSING THE RING, by Winston S. Churchill.	11	15
