This	September 9, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	1	8
""			
2	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	2	29
""			
3	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	3	14
""			
4	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	6	4
""			
5	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	4	12
""			
6	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	5	14
""			
7	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	7	78
""			
8	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	9	45
""			
9	THE NINTH WAVE, by Eugene Burdick. (Houghton Mifflin Company.)	8	12
""			
10	CHARMED CIRCLE, by Susan Ertz. (Harper and Brothers.)	10	9
""			
11	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	11	22
""			
12	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	15	13
""			
13	THE STRAIGHT AND NARROW PATH, by Honor Tracy. (Random House.)	12	4
""			
14	BEYOND THE BLACK STUMP, by Nevil Shute. (Heinemann.)	--	1
""			
15	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	--	13
""			
16	AFTERNOON OF AN AUTOCRAT, by Norah Lofts. (Doubleday.)	13	6
This	September 9, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	1	9
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	22
""			
3	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	5	34
""			
4	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	3	14
""			
5	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	4	30
""			
6	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	7	77
""			
7	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	6	20
""			
8	THE MIND GOES FORTH, by H.A. Overstreet. (W.W. Norton and Co.)	9	6
""			
""	ROOSEVELT: THE LION AND THE FOX, by James MacGregor Burns. (Harcourt,		
9		8	2
""	Brace and Company.)		
""			
10	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	11	15
""			
11	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	14	14
""			
12	NOBLESSE OBLIGE, by Nancy Mitford. (Harper and Brothers.)	12	4
""			
13	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	10	77
""			
14	THE AGE OF FIGHTING SAIL, by C.S. Forester. (Doubleday.)	13	6
""			
""	A REPUBLICAN LOOKS AT HIS PARTY, by Arthur Larson. (Harper and		
15		--	1
""	Brothers.)		
""			
16	BLESSED ARE THE DEBONAIR, by Margaret Case Harriman. (Rinehart.)	--	2
