This	April 6, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	1	8
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	51
""			
3	THE CRUEL SEA, by Nicholas Monsarrat.	3	34
""			
4	SPARK OF LIFE, by Erich Maria Remarque.	4	8
""			
5	THE SWIMMING POOL, by Mary Roberts Rinehart.	5	9
""			
6	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	--	1
""			
7	THE PRESIDENT'S LADY, by Irving Stone.	7	26
""			
8	THE END OF THE AFFAIR, by Graham Greene.	6	22
""			
9	LET IT COME DOWN, by Paul Bowles.	9	4
""			
10	MITTEE, by Daphne Rooke.	11	7
""			
11	JEFFERSON SELLECK, by Carl Jonas.	8	9
""			
12	HOLD BACK THE NIGHT, by Pat Frank.	--	1
""			
13	THE DUKE OF GALLODORO, by Aubrey Menen.	12	4
""			
14	FROM HERE TO ETERNITY, by James Jones.	10	57
""			
15	A STONE FOR DANNY FISHER, by Harold Robbins.	--	1
""			
16	MOSES, by Sholem Asch.	13	26
This	April 6, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	38
""			
2	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	2	3
""			
3	MR. PRESIDENT, by William Hillman.	--	1
""			
4	A MAN CALLED PETER, by Catherine Marshall.	3	24
""			
5	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	5	4
""			
6	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	4	17
""			
7	I LED 3 LIVES, by Herbert A. Philbrick.	8	6
""			
8	SHOW BIZ, by Abel Green and Joe Laurie Jr.	6	19
""			
9	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	7	19
""			
10	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	10	5
""			
11	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	9	23
""			
12	HOW TO GET RICH IN WASHINGTON, by Blair Bolles.	11	3
""			
13	DANCE TO THE PIPER, by Agnes de Mille.	12	10
""			
14	ELIZABETH, THE QUEEN, by Marion Crawford.	--	1
""			
15	EISENHOWER, by John Gunther.	15	8
""			
16	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	14	17
