This	September 28, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	4	5
""			
2	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	36
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
3		3	5
""	Brace and Company.)		
""			
4	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	2	13
""			
5	THE KING MUST DIE, by Mary Renault. (Pantheon.)	5	10
""			
6	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	--	1
""			
7	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	6	13
""			
8	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	15	2
""			
9	ICE PALACE, by Edna Ferber. (Doubleday.)	7	27
""			
10	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	8	12
""			
""	THE ONCE AND FUTURE KING, by Terence Hanbury White. (G.P. Putnam's		
11		13	3
""	Sons.)		
""			
12	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	12	15
""			
13	CHEZ PAVAN, by Richard Llewellyn. (Doubleday.)	10	6
""			
14	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	--	15
""			
15	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	14	30
""			
16	THE BRAMBLE BUSH, by Charles Mergendahl. (Putnam.)	16	2
This	September 28, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	9
""			
2	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	2	23
""			
3	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	12	2
""			
4	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	5	7
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
5		3	15
""	Company.)		
""			
6	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	4	27
""			
7	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	6	42
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
8		7	5
""	Brothers.)		
""			
""	EISENHOWER: CAPTIVE HERO, by Marquis William Childs. (Harcourt, Brace		
9		11	4
""	and Company.)		
""			
10	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	8	45
""			
11	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	9	20
""			
12	THE RUSSIAN REVOLUTION, by Alan Moorehead. (Harper and Brothers.)	10	3
""			
13	ALL ABOUT MEN, by Joseph H. Peck. (Elliot Right Way Books.)	13	13
""			
14	SNOOPY, by Charles M. Schulz. (Holt, Rinehart and Winston.)	--	1
""			
""	MISTER MUSIC MAKER, LAWRENCE WELK, by Mary Lewis Coakley.		
15		--	11
""	(Doubleday.)		
""			
16	THE CULTURED MAN, by Ashley Montagu. (World Publishing Co.)	15	5
