This	April 30, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	2	4
""			
2	THE WALL, by John Hersey.	1	8
""			
3	THE EGYPTIAN, by Mika Waltari.	3	34
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	10
""			
5	THE FEAST, by Margaret Kennedy.	7	4
""			
6	THE HORSE'S MOUTH, by Joyce Cary.	8	12
""			
7	THE PARASITES, by Daphne du Maurier.	5	16
""			
8	THE KING'S CAVALIER, by Samuel Shellabarger.	6	15
""			
9	WAIT FOR TOMORROW, by Robert Wilder.	14	3
""			
10	STAR MONEY, by Kathleen Winsor.	--	1
""			
11	MR.MIDSHIPMAN HORNBLOWER, by C.S. Forester.	10	5
""			
12	NOTHING, by Henry Green.	9	3
""			
13	SLEEP TILL NOON, by Max Shulman.	--	1
""			
14	MARY, by Sholem Asch.	13	28
""			
15	THE PINK HOUSE, by Nelia Gardner White.	15	7
""			
16	THE SEA EAGLES, by John Jennings.	12	7
This	April 30, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MATURE MIND, by Harry Allen Overstreet.	1	36
""			
2	WORDS IN COLLISION, by Immanuel Velikovsky.	3	3
""			
3	THE BABY, by Simon & Schuster	2	9
""			
4	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	5	7
""			
5	THE COCKTAIL PARTY, by T.S. Eliot.	4	6
""			
6	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	6	14
""			
7	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	7	5
""	Blanton.		
""			
8	THIS I REMEMBER, by Eleanor Roosevelt.	8	23
""			
9	I LEAP OVER THE WALL, by Monica Baldwin.	10	11
""			
10	MR. JONES, MEET THE MASTER, by Peter Marshall.	9	17
""			
11	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	12	2
""			
12	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	14	3
""			
13	ALL THE SHIPS AT SEA, by William J. Lederer.	13	5
""			
14	INDOOR BIRD WATCHER'S MANUAL, by Anne Folsom and Helen Ferril.	--	1
""			
15	SHAKESPEARE OF LONDON, by Marchette Chute.	--	1
""			
16	THE GREATEST STORY EVER TOLD, by Fulton Oursler.	11	44
