This	September 21, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	35
""			
2	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	2	12
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
3		3	4
""	Brace and Company.)		
""			
4	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	4	4
""			
5	THE KING MUST DIE, by Mary Renault. (Pantheon.)	5	9
""			
6	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	6	12
""			
7	ICE PALACE, by Edna Ferber. (Doubleday.)	7	26
""			
8	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	8	11
""			
9	THE PORTUGUESE ESCAPE, by Ann Bridge. (Macmillan.)	13	7
""			
10	CHEZ PAVAN, by Richard Llewellyn. (Doubleday.)	11	5
""			
11	THE DUD AVOCADO, by Elaine Dundy. (E. P. Dutton.)	12	6
""			
12	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	9	14
""			
""	THE ONCE AND FUTURE KING, by Terence Hanbury White. (G.P. Putnam's		
13		14	2
""	Sons.)		
""			
14	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	10	29
""			
15	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	--	1
""			
16	THE BRAMBLE BUSH, by Charles Mergendahl. (Putnam.)	--	1
This	September 21, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	2	8
""			
2	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	1	22
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
3		3	14
""	Company.)		
""			
4	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	4	26
""			
5	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	6	6
""			
6	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	5	41
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
7		9	4
""	Brothers.)		
""			
8	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	7	44
""			
9	DEAR ABBY, by Abigail Van Buren. (Prentice-Hall, Inc.)	8	19
""			
10	THE RUSSIAN REVOLUTION, by Alan Moorehead. (Harper and Brothers.)	13	2
""			
""	EISENHOWER: CAPTIVE HERO, by Marquis William Childs. (Harcourt, Brace		
11		10	3
""	and Company.)		
""			
12	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	--	1
""			
13	ALL ABOUT MEN, by Joseph H. Peck. (Elliot Right Way Books.)	12	12
""			
14	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover. (McGraw-Hill.)	11	19
""			
15	THE CULTURED MAN, by Ashley Montagu. (World Publishing Co.)	14	4
""			
16	THE CATTLEMEN, by Mari Sandoz. (Hastings House.)	15	13
