This	July 30, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	17
""			
2	WORLD AND ENOUGH TIME, by Robert Penn Warren.	3	4
""			
3	THE WALL, by John Hersey.	2	21
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	23
""			
5	THE LEGACY, by Nevil Shute.	7	5
""			
6	HOMEWARD BORNE, by Ruth Chatterton.	6	10
""			
7	STAR MONEY, by Kathleen Winsor.	5	14
""			
8	TOO LITTLE LOVE, by Robert Henriques.	14	5
""			
9	THE EGYPTIAN, by Mika Waltari.	8	47
""			
10	THE STUBBORN HEART, by Frank G. Slaughter.	9	6
""			
11	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	10	7
""			
12	SLEEP TILL NOON, by Max Shulman.	11	14
""			
13	WAIT FOR TOMORROW, by Robert Wilder.	13	16
""			
14	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	12	11
""			
15	THE BIZARRE SISTERS, by Jay Walz.	15	10
""			
16	HIGH VALLEY, by Charmian Clift And George Johnston.	16	6
This	July 30, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ROOSEVELT IN RETROSPECT, by John Gunther.	1	7
""			
2	WORDS IN COLLISION, by Immanuel Velikovsky.	2	16
""			
3	COURTROOM, by Quentin Reynolds.	4	7
""			
4	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	5	16
""			
5	JOHN ADAMS AND THE AMERICAN REVOLUTION, by Catherine Drinker	6	4
""	Bowen.		
""			
6	THE MATURE MIND, by Harry Allen Overstreet.	3	49
""			
7	DIANETICS, by L. Ron Hubbard.	7	7
""			
8	THE GRAND ALLIANCE, by Winston S. Churchill.	8	12
""			
9	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	10	20
""			
10	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	9	15
""			
11	THE COCKTAIL PARTY, by T.S. Eliot.	13	19
""			
12	CAPTAIN SAM GRANT, by Lloyd Lewis.	11	5
""			
13	ELEANOR OF AQUITIANE AND THE FOUR KINGS, by Amy Kelly.	16	5
""			
14	OF MEN AND MOUNTAINS, by William O. Douglas.	--	5
""			
15	MR. JONES, MEET THE MASTER, by Peter Marshall.	14	30
""			
16	THE LITTLE PRINCESSES, by Marion Crawford.	--	1
