This	February 8, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	20
""			
2	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	24
""			
3	EXODUS, by Leon Uris. (Doubleday.)	4	18
""			
4	FROM THE TERRACE, by John O'Hara. (Random House.)	3	10
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
5		5	16
""	and Company.)		
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
6		6	24
""	Brace and Company.)		
""			
7	LADY L., by Romain Gary. (Simon and Schuster.)	7	3
""			
8	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	12	55
""			
9	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	8	13
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
10		11	18
""	Company.)		
""			
11	THE KING MUST DIE, by Mary Renault. (Pantheon.)	9	28
""			
12	ELEPHANT HILL, by Robin White. (Harper and Brothers.)	14	3
""			
13	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	10	7
""			
14	THE POORHOUSE FAIR, by John Updike. (Alfred A. Knopf.)	--	1
""			
15	MRS. BRIDGE, by Evan Connell. (Viking Books.)	--	1
""			
16	THE MOUNTAIN IS YOUNG, by Han Suyin. (Jonathan Cape.)	15	14
This	February 8, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	28
""			
2	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	4	7
""			
3	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	21
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
4		3	10
""	Co.)		
""			
""	THE COMING OF THE NEW DEAL, by Arthur Meier Schlesinger Jr. (Houghton		
5		6	3
""	Mifflin Company.)		
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
6		5	14
""	Montgomery. (World Publishing Co.)		
""			
7	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	7	4
""			
8	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	8	26
""			
9	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	12	11
""			
10	HERBLOCK'S SPECIAL FOR TODAY, by Herbert Block. (Simon and Schuster.)	10	13
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
11		--	16
""	Company.)		
""			
12	THE THREE EDWARDS, by Thomas B. Costain. (Doubleday and Company.)	9	13
""			
13	MY STORY, by Mary Astor. (Doubleday and Company.)	13	2
""			
14	BELOVED INFIDEL, by Sheilah Graham and Gerold Frank. (Simon and Schuster.)	--	1
""			
15	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	--	38
""			
16	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	14	64
