This	February 22, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	22
""			
2	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	26
""			
3	EXODUS, by Leon Uris. (Doubleday.)	3	20
""			
4	FROM THE TERRACE, by John O'Hara. (Random House.)	4	12
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
5		5	18
""	and Company.)		
""			
6	LADY L., by Romain Gary. (Simon and Schuster.)	7	5
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
7		6	26
""	Brace and Company.)		
""			
8	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	8	9
""			
9	MRS. BRIDGE, by Evan Connell. (Viking Books.)	10	3
""			
10	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	--	1
""			
11	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	11	57
""			
12	TENDERLOIN, by Samuel H. Adams. (Random House.)	14	2
""			
13	THE KING MUST DIE, by Mary Renault. (Pantheon.)	--	29
""			
14	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	9	15
""			
15	ELEPHANT HILL, by Robin White. (Harper and Brothers.)	13	5
""			
16	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	15	22
This	February 22, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	30
""			
2	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	2	9
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
3		4	12
""	Co.)		
""			
4	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	3	23
""			
""	THE COMING OF THE NEW DEAL, by Arthur Meier Schlesinger Jr. (Houghton		
""	Mifflin Company.)		
""			
6	NAUTILUS 90 NORTH, by William R. Anderson. (World Publishing Company.)	7	6
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
7		6	16
""	Montgomery. (World Publishing Co.)		
""			
8	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	8	28
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
9		9	2
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
10	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	16	2
""			
11	MY STORY, by Mary Astor. (Doubleday and Company.)	--	3
""			
12	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	11	13
""			
13	THE THREE EDWARDS, by Thomas B. Costain. (Doubleday and Company.)	14	15
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
14		--	30
""	Company.)		
""			
15	MAIN STREET, U.S.S.R., by Irving R. Levine. (Doubleday.)	--	1
""			
""	THE COMMUNIST WORLD AND OURS, by Walter Lippmann. (Little, Brown and		
16		--	1
""	Company.)		
