This	July 20, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	66
""			
2	THE HOUSES IN BETWEEN, by Howard Spring.	4	10
""			
3	MY COUSIN RACHEL, by Daphne du Maurier.	2	23
""			
4	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	16
""			
5	MATADOR, by Barnaby Conrad.	9	2
""			
6	THE SARACEN BLADE, by Frank Yerby.	5	13
""			
7	THE CRUEL SEA, by Nicholas Monsarrat.	6	49
""			
8	THE HIDDEN FLOWER, by Pearl S. Buck.	8	7
""			
9	THE GOLDEN HAND, by Edith Simon.	7	10
""			
10	THE ALEXANDRIANS, by Charles Mills.	10	5
""			
11	WINDOM'S WAY, by James Ramsey Ullman.	11	6
""			
12	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	12	10
""			
13	INVISIBLE MAN, by Ralph Ellison.	13	11
""			
14	S P Q R, by Paul Hyde Bonner.	15	15
""			
15	THE SWIMMING POOL, by Mary Roberts Rinehart.	--	23
""			
16	SCALPEL, by Horace McCoy.	--	1
This	July 20, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WITNESS, by Whittaker Chambers.	1	8
""			
2	THE SEA AROUND US, by Rachel Carson.	2	53
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	39
""			
4	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	4	8
""			
5	THE THURBER ALBUM, by James Thurber.	6	5
""			
6	ANNE FRANK:THE DIARY OF A YOUNG GIRL, by Anne Frank.	7	3
""			
7	UNDER THE SEA-WIND, by Rachel Carson.	5	13
""			
8	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	8	18
""			
9	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	11	10
""			
10	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	12	19
""			
11	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	15	6
""			
12	SUBMARINE, by Edward L. Beach.	--	1
""			
13	WINSTON CHURCHILL, by Robert Lewis Taylor.	9	3
""			
14	BOSWELL IN HOLAND, by Frederick A. Pottle.	10	11
""			
15	WORKING WITH ROOSEVELT, by Samuel Irving Rosenman.	13	5
""			
16	A CREED FOR FREE ENTERPRISE, by Clarence B. Randall.	--	1
