This	September 7, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	33
""			
2	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	2	10
""			
3	THE KING MUST DIE, by Mary Renault. (Pantheon.)	6	7
""			
4	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	4	10
""			
5	ICE PALACE, by Edna Ferber. (Doubleday.)	3	24
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
6		9	2
""	Brace and Company.)		
""			
7	STRANGERS WHEN WE MEET, by Evan Hunter. (Constable and Company Ltd.)	8	12
""			
8	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	5	9
""			
9	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	7	27
""			
10	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	12	2
""			
11	THE NORTHERN LIGHT, by A.J. Cronin. (Little, Brown and Company.)	13	13
""			
12	THE PORTUGUESE ESCAPE, by Ann Bridge. (Macmillan.)	16	5
""			
13	CHEZ PAVAN, by Richard Llewellyn. (Doubleday.)	15	3
""			
14	SEIDMAN AND SON, by Elick Moll. (G. P. Putnam's Sons.)	10	13
""			
15	THE DUD AVOCADO, by Elaine Dundy. (E. P. Dutton.)	11	4
""			
16	LET NO MAN WRITE MY EPITAPH, by Willard Motley. (Random House.)	--	1
This	September 7, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	INSIDE RUSSIA TODAY, by John Gunther.	1	20
""			
2	THE AFFLUENT SOCIETY, by John Kenneth Galbraith.	2	12
""			
3	ONLY IN AMERICA, by Harry Lewis Golden.	4	6
""			
4	MASTERS OF DECEIT, by J. Edgar Hoover.	3	24
""			
5	PLEASE DON'T EAT THE DAISIES, by Jean Kerr.	5	39
""			
6	DEAR ABBY, by Abigail Van Buren.	6	17
""			
7	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington."	8	4
""			
8	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter.	7	42
""			
9	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin.	12	2
""			
10	ALL ABOUT MEN, by Joseph H. Peck.	11	10
""			
11	THE DEATH OF MANOLETE, by Barnaby Conrad.	10	5
""			
12	MISTER MUSIC MAKER, LAWRENCE WELK, by Mary Lewis Coakley.	13	10
""			
13	THE ORDEAL OF WOODROW WILSON, by Herbert Hoover.	9	17
""			
14	THE CATTLEMEN, by Mari Sandoz.	14	11
""			
15	EISENHOWER: CAPTIVE HERO, by Marquis William Childs.	--	1
""			
16	PART OF A LONG STORY, by Agnes Boulton.	--	1
