This	October 26, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	1	9
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
2		2	9
""	Brace and Company.)		
""			
3	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	3	5
""			
4	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	4	40
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
5		6	3
""	Company.)		
""			
6	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	7	6
""			
7	THE ENEMY CAMP, by Jerome Weidman. (Random House.)	5	17
""			
8	THE KING MUST DIE, by Mary Renault. (Pantheon.)	8	14
""			
9	ANGELIQUE, by Sergeanne Golon. (J.B. Lippincott.)	9	3
""			
10	EXODUS, by Leon Uris. (Doubleday.)	11	3
""			
11	THE LAW, by Roger Vailland. (Alfred A.Knopf.)	15	2
""			
12	THE BRAMBLE BUSH, by Charles Mergendahl. (Putnam.)	13	6
""			
13	THE SERPENT AND THE STAFF, by Frank Yerby. (Dial Press.)	--	1
""			
14	THE IMAGE MAKERS, by Bernard Dryer. (Harper and Brothers.)	10	17
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
15		--	1
""	and Company.)		
""			
16	THE TIME OF THE DRAGONS, by Alice Ekert-Rotholz. (Viking.)	12	16
This	October 26, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	1	6
""			
2	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	2	13
""			
3	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	3	11
""			
4	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	4	27
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
5		5	19
""	Company.)		
""			
6	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	8	4
""			
7	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	6	49
""			
8	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	7	46
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
9		15	3
""	Company.)		
""			
10	THE INSOLENT CHARIOTS, by John Keats. (J.B. Lippincott Company.)	12	2
""			
""	EISENHOWER: CAPTIVE HERO, by Marquis William Childs. (Harcourt, Brace		
11		10	8
""	and Company.)		
""			
12	ABANDON SHIP!, by Richard F. Newcomb. (Henry Holt and Company.)	--	3
""			
""	WAR AND PEACE IN THE SPACE AGE, by James M. Gavin. (Harper and		
13		9	9
""	Brothers.)		
""			
14	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	11	31
""			
15	MARLBOROUGH'S DUCHESS, by Louis Kronenberger. (Alfred A. Knopf.)	--	1
""			
16	THE RUSSIAN REVOLUTION, by Alan Moorehead. (Harper and Brothers.)	14	7
