This	July 28, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	44
""			
2	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	2	22
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	37
""			
4	SILVER SPOON, by Edwin Gilbert. (Lippencott.)	4	10
""			
5	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	6	26
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	5	23
""			
7	LIFE AT HAPPY KNOLL, by John P. Marquand. (Little, Brown, and Co.)	7	4
""			
8	THE DURABLE FIRE, by Howard Swiggett. (Houghton Mifflin Co.)	11	4
""			
9	THE SHORT REIGN OF PIPPIN IV, by John Steinbeck. (Viking.)	8	13
""			
10	THE WONDERFUL O., by James Thurber. (Simon and Schuster.)	12	7
""			
11	THE TOWN, by William Faulkner. (Random House.)	9	11
""			
12	LETTER FROM PEKING, by Pearl S. Buck. (John Day Company.)	--	1
""			
13	THE LADY, by Conrad Richter. (Alfred A. Knopf.)	10	7
""			
14	THE FLOWER DRUM SONG, by C.Y. Lee. (Farrar, Straus and Cudahy.)	16	4
""			
15	A HOUSEFUL OF LOVE, by Marjorie Housepian. (Random House.)	14	2
""			
16	FAR, FAR THE MOUNTAIN PEAK, by John Masters. (Viking Books.)	15	11
This	July 28, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DAY CHRIST DIED, by Jim Bishop. (Harper and Brothers.)	1	10
""			
2	THE INNOCENT AMBASSADORS, by Philip Wylie. (Rinehart and Company.)	2	11
""			
3	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	3	9
""			
4	THE TURN OF THE TIDE, by Arthur Bryant. (Doubleday and Co. Inc.)	4	9
""			
5	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	6	17
""			
6	THE FBI STORY, by Don Whitehead. (Random House.)	5	33
""			
""	RASCALS IN PARADISE, by James A. Michener and Grove Day. (Random		
7		13	4
""	House.)		
""			
8	SILVER PLATTER, by Ellin Berlin. (Doubleday.)	8	8
""			
9	DAY OF INFAMY, by Walter Lord. (Henry Holt and Company.)	7	16
""			
10	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	9	44
""			
11	TAKE MY LIFE, by Eddie Cantor. (Doubleday.)	12	6
""			
12	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	10	77
""			
13	FAITH ON THE MARCH, by A.H. Macmillan. (Prentice-Hall, Inc.)	14	9
""			
14	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	11	25
""			
""	THEY FOUGHT FOR THE SKY, by Quentin Reynolds. (Holt, Rinehart and		
15		15	4
""	Winston.)		
""			
16	I'D DO IT AGAIN, by James Michael Curley. (Prentice-Hall, Inc.)	--	2
