This	February 23, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	25
""	Company.)		
""			
2	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	2	26
""			
3	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	3	5
""			
4	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	5	20
""			
5	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	6	5
""			
6	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	4	5
""			
7	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	7	20
""			
8	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	8	18
""			
9	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	9	22
""			
10	THE EDGE OF DARKNESS, by Mary Ellen Chase. (W. W. Norton.)	10	14
""			
11	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	14	29
""			
12	THOMASINA, by Paul Gallico. (Doubleday.)	11	9
""			
13	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	--	28
""			
14	THE ROOTS OF HEAVEN, by Romain Gary. (Simon and Schuster.)	15	2
""			
15	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	12	74
""			
16	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	--	8
This	February 23, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	11
""			
2	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	3	25
""			
3	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	2	14
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	28
""	Paul Smith. (W.W. Norton and Company.)		
""			
5	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	5	39
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
6		7	10
""	David Loth. (Simon and Schuster.)		
""			
7	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	6	16
""			
8	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	11	6
""			
9	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	--	24
""			
10	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	10	14
""			
11	BE MY GUEST, by Conrad Hilton. (Prentice-Hall, Inc.)	--	1
""			
12	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	12	16
""			
""	NAKED TO MINE ENEMIES, by Charles W. Ferguson. (Little, Brown and		
13		8	2
""	Company.)		
""			
14	POWER AND DIPLOMACY, by Dean Acheson. (Harvard University Press.)	15	3
""			
""	THE CAPITALIST MANIFESTO, by Louis O. Kelso and Mortimer J. Adler.		
15		--	1
""	(Random House.)		
""			
16	ELOISE IN PARIS, by Kay Thompson. (Simon and Schuster.)	9	10
