This	May 4, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	MY COUSIN RACHEL, by Daphne du Maurier.	1	12
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	55
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	4	5
""			
4	THE CRUEL SEA, by Nicholas Monsarrat.	3	38
""			
5	THE SWIMMING POOL, by Mary Roberts Rinehart.	5	13
""			
6	LIEUTENANT HORNBLOWER, by C.S. Forester.	8	3
""			
7	HOLD BACK THE NIGHT, by Pat Frank.	10	5
""			
8	S P Q R, by Paul Hyde Bonner.	15	4
""			
9	THE SARACEN BLADE, by Frank Yerby.	12	2
""			
10	SPARK OF LIFE, by Erich Maria Remarque.	6	12
""			
11	THE SON OF ADAM WYNGATE, by Mary O'Hara.	9	2
""			
12	A STONE FOR DANNY FISHER, by Harold Robbins.	13	4
""			
13	THE PRESIDENT'S LADY, by Irving Stone.	7	30
""			
14	INVISIBLE MAN, by Ralph Ellison.	--	1
""			
15	THE END OF THE AFFAIR, by Graham Greene.	11	26
""			
16	THE CHICAGO STORY, by Ira Morris.	--	2
This	May 4, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	2	42
""			
2	MR. PRESIDENT, by William Hillman.	3	5
""			
3	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	1	7
""			
4	A MAN CALLED PETER, by Catherine Marshall.	4	28
""			
5	ELIZABETH, THE QUEEN, by Marion Crawford.	8	5
""			
6	UNDER THE SEA-WIND, by Rachel Carson.	10	2
""			
7	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	6	8
""			
8	DUVEEN, by S.N. Behrman.	9	4
""			
9	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	5	21
""			
10	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	11	3
""			
11	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	12	23
""			
12	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	7	9
""			
13	I LED 3 LIVES, by Herbert A. Philbrick.	14	10
""			
14	THEY WENT TO COLLEGE, by Ernest Havemann and Patricia Salter West.	13	2
""			
15	SHOW BIZ, by Abel Green and Joe Laurie Jr.	15	23
""			
16	A CATHOLIC SPEAKS HIS MIND, by Thomas Sugrue.	--	1
