This	June 17, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	1	17
""			
2	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	2	33
""			
3	IMPERIAL WOMAN, by Pearl S. Buck. (John Day Company.)	3	10
""			
4	LUCY CROWN, by Irwin Shaw. (Random House.)	4	11
""			
5	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	66
""			
6	A THING OF BEAUTY, by A.J. Cronin. (Little, Brown.)	9	2
""			
7	THE MANDARINS, by Simone de Beauvoir. (World Publishing Co.)	13	2
""			
8	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	6	28
""			
9	THE QUIET AMERICAN, by Graham Greene. (Viking Press.)	8	13
""			
10	THE CROSS OF IRON, by Willi Heinrich. (Bobbs-Merrill.)	10	4
""			
11	A WALK ON THE WILD SIDE, by Nelson Algren. (Farrar, Straus and Cudahy.)	12	2
""			
12	COMFORT ME WITH APPLES, by Peter De Vries. (Little, Brown and Company.)	7	5
""			
13	REMEMBER THE HOUSE, by Santha Rama Rau. (Harper.)	11	6
""			
14	THE ROSEMARY TREE, by Elizabeth Goudge. (Coward-McCann.)	--	1
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
15		14	47
""	Schuster.)		
""			
16	HARRY OF MONMOUTH, by A.M. Maughan. (William Sloane.)	15	10
This	June 17, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BIRTH OF BRITAIN, by Winston S. Churchill. (Dodd, Mead.)	1	8
""			
2	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	2	10
""			
""	THE SEARCH FOR BRIDEY MURPHY, by Morey Bernstein. (Doubleday and		
3		3	22
""	Company.)		
""			
4	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	6	22
""			
5	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	4	65
""			
6	LOVE OR PERISH, by Smiley Blanton. (Simon and Schuster.)	5	18
""			
7	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	65
""			
8	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	7	28
""			
9	OLYMPIO, by Andre Maurois. (Harper and Brothers.)	13	4
""			
10	MINORITY REPORT, by H.L. Mencken. (Alfred A. Knopf.)	14	2
""			
11	GRAY FOX, by Burke Davis. (Rinehart.)	12	5
""			
12	ELOISE, by Kay Thompson and Hilary Knight. (Simon and Schuster.)	9	18
""			
13	GUESTWARD HO!, by Patrick Dennis and Barbara Hooton. (Vanguard Press.)	11	2
""			
14	YOUTH, by Frances Ilg, Arnold Gesell and Louise Ames. (Harper and Row.)	10	3
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
15		16	32
""	Press.)		
""			
16	BAY WINDOW BOHEMIA, by Oscar Lewis. (Doubleday.)	15	7
