This	January 28, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	JOY STREET, by Frances Parkinson Keyes.	1	8
""			
2	THE DISENCHANTED, by Budd Schulberg.	2	13
""			
3	SON OF A HUNDRED KINGS, by Thomas B. Costain.	3	12
""			
4	THE CARDINAL, by Henry Morton Robinson.	4	43
""			
5	RIVER OF THE SUN, by James Ramsey Ullman.	10	2
""			
6	THE LOVED AND ENVIED, by Enid Bagnold.	--	1
""			
7	THE ADVENTURER, by Mika Waltari.	5	17
""			
8	THE BALANCE WHEEL, by Taylor Caldwell.	12	2
""			
9	ACROSS THE RIVER AND INTO THE TREES, by Ernest Hemingway.	6	19
""			
10	FOXFIRE, by Anya Seton.	15	2
""			
11	THE DISAPPEARANCE, by Philip Wylie.	13	2
""			
12	THE LITTLE WORLD OF DON CAMILLO, by Giovanni Guareschi.	7	21
""			
13	RIVERS PARTING, by Shirley Barker.	11	2
""			
14	BENNETT'S WELCOME, by Inglis Fletcher.	8	13
""			
15	THE THIRTEEN CLOCKS, by James Thurber.	9	4
""			
16	PATHWAY TO THE STARS, by Harnett T. Kane.	14	10
This	January 28, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KON-TIKI, by Thor Heyerdahl.	1	20
""			
2	BOSWELL'S LONDON JOURNAL, by Frederick A. Pottle.	2	10
""			
3	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	4	42
""			
4	OUT OF THIS WORLD, by Lowell Thomas Jr.	3	7
""			
5	THE HINGE OF FATE, by Winston Churchill.	5	7
""			
6	DECLINE AND FALL OF PRACTICALLY EVERYBODY, by Will Cuppy.	6	8
""			
7	NUTS IN MAY, by Cornelia Otis Skinner.	7	15
""			
8	POLICY FOR THE WEST, by Barbara Ward.	--	1
""			
9	THE LADY'S NOT FOR BURNING, by Christopher Fry.	13	8
""			
10	BELLES ON THEIR TOES, by Frank B. Gilbreth and Ernestine Gilbreth Carey.	8	15
""			
11	COURTROOM, by Quentin Reynolds.	9	33
""			
12	LITTLE BRITCHES, by Ralph Moody.	12	2
""			
13	DRAWN FROM MEMORY, by John T. McCutcheon.	10	7
""			
14	THE HELL BOMB, by William Leonard Laurence.	--	1
""			
15	COMPLETE POEMS, by Carl Sandburg.	16	2
""			
16	THE MATURE MIND, by Harry Allen Overstreet.	--	73
