This	March 9, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	2	7
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
2		1	27
""	Company.)		
""			
3	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	3	28
""			
4	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	4	7
""			
5	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	5	7
""			
6	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	6	22
""			
7	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	--	1
""			
8	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	--	1
""			
9	THE ROOTS OF HEAVEN, by Romain Gary. (Simon and Schuster.)	10	4
""			
10	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	11	20
""			
11	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	8	22
""			
12	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	15	2
""			
13	HOME FROM THE HILL, by William Humphrey. (Alfred A. Knopf.)	14	2
""			
14	PURELY ACADEMIC, by Stringfellow Barr. (Simon and Schuster.)	--	3
""			
15	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	7	24
""			
16	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	--	29
This	March 9, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	13
""			
2	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	16
""			
3	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	2	27
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
4		4	30
""	Paul Smith. (W.W. Norton and Company.)		
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
5		9	12
""	David Loth. (Simon and Schuster.)		
""			
6	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	5	26
""			
7	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	6	18
""			
8	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	7	8
""			
9	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	8	41
""			
10	THE TITANS, by Andre Maurois. (Harper and Brothers.)	--	1
""			
11	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	10	16
""			
12	BE MY GUEST, by Conrad Hilton. (Prentice-Hall, Inc.)	12	3
""			
13	POWER AND DIPLOMACY, by Dean Acheson. (Harvard University Press.)	15	5
""			
""	NAKED TO MINE ENEMIES, by Charles W. Ferguson. (Little, Brown and		
14		11	4
""	Company.)		
""			
15	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	16	18
""			
""	THE CAPITALIST MANIFESTO, by Louis O. Kelso and Mortimer J. Adler.		
16		13	3
""	(Random House.)		
