This	July 2, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CARDINAL, by Henry Morton Robinson.	1	13
""			
2	THE WALL, by John Hersey.	2	17
""			
3	STAR MONEY, by Kathleen Winsor.	3	10
""			
4	JUBILEE TRAIL, by Gwen Bristow.	4	19
""			
5	HOMEWARD BORNE, by Ruth Chatterton.	5	6
""			
6	THE EGYPTIAN, by Mika Waltari.	6	43
""			
7	THE PLYMOUTH ADVENTURE, by Ernest Gebler.	7	7
""			
8	THE CIRCLE OF THE DAY, by Helen Huntington Howe.	8	3
""			
9	SLEEP TILL NOON, by Max Shulman.	9	10
""			
10	THE BIZARRE SISTERS, by Jay Walz.	10	6
""			
11	THE OTHER FATHER, by Laura Z. Hobson.	11	5
""			
12	THE LEGACY, by Nevil Shute.	--	1
""			
13	WAIT FOR TOMORROW, by Robert Wilder.	15	12
""			
14	THE STUBBORN HEART, by Frank G. Slaughter.	13	2
""			
15	TOO LITTLE LOVE, by Robert Henriques.	--	1
""			
16	HIGH VALLEY, by Charmian Clift And George Johnston.	14	2
This	July 2, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WORDS IN COLLISION, by Immanuel Velikovsky.	1	12
""			
2	ROOSEVELT IN RETROSPECT, by John Gunther.	4	3
""			
3	THE MATURE MIND, by Harry Allen Overstreet.	2	45
""			
4	THE GRAND ALLIANCE, by Winston S. Churchill.	3	8
""			
5	SEEDS OF TREASON, by Ralph de Toledano and Victor Lasky.	5	11
""			
6	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	7	12
""			
7	COURTROOM, by Quentin Reynolds.	8	3
""			
8	CHICAGO CONFIDENTIAL, by Jack Lait and Lee Mortimer.	6	16
""			
9	MR. JONES, MEET THE MASTER, by Peter Marshall.	11	26
""			
10	THE COCKTAIL PARTY, by T.S. Eliot.	9	15
""			
11	DIANETICS, by L. Ron Hubbard.	15	3
""			
12	CAPTAIN SAM GRANT, by Lloyd Lewis.	--	1
""			
13	THE ART OF REAL HAPPINESS, by Norman Vincent Peale and Smiley	10	14
""	Blanton.		
""			
14	I LEAP OVER THE WALL, by Monica Baldwin.	12	20
""			
15	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	14	23
""			
16	HOW I RAISED MYSELF FROM FAILURE TO SUCCESS IN SELLING, by	16	8
""	Frank Bettger.		
