This	February 17, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	44
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	27
""			
3	THE PRESIDENT'S LADY, by Irving Stone.	4	19
""			
4	THE END OF THE AFFAIR, by Graham Greene.	5	15
""			
5	MELVILLE GOODWIN, USA, by John Marquand.	3	18
""			
6	SPARK OF LIFE, by Erich Maria Remarque.	--	1
""			
7	MOSES, by Sholem Asch.	6	19
""			
8	FROM HERE TO ETERNITY, by James Jones.	11	50
""			
9	THE SWIMMING POOL, by Mary Roberts Rinehart.	14	2
""			
10	JEFFERSON SELLECK, by Carl Jonas.	13	2
""			
11	MY COUSIN RACHEL, by Daphne du Maurier.	--	1
""			
12	THE WANDERER, by Mika Waltari.	12	15
""			
13	WINDS OF MORNING, by Harold Lenoir Davis.	7	4
""			
14	THE DARK MOMENT, by Ann Bridge.	8	4
""			
15	THE CATHERINE WHEEL, by Jean Stafford.	--	2
This	February 17, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	31
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	16
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	17
""			
4	SHOW BIZ, by Abel Green and Joe Laurie Jr.	5	12
""			
5	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	4	10
""			
6	DANCE TO THE PIPER, by Agnes de Mille.	7	3
""			
7	CLOSING THE RING, by Winston S. Churchill.	6	11
""			
8	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	10	12
""			
9	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	8	17
""			
10	EISENHOWER, by John Gunther.	--	1
""			
11	KON-TIKI, by Thor Heyerdahl.	12	75
""			
12	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	9	13
""			
13	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	13	15
""			
14	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	11	11
""			
15	WHILE YOU SLEPT, by John T. Flynn.	--	1
""			
16	THE CONFIDENT YEARS 1885-1915, by Van Wyck Brooks.	15	4
