This	February 13, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
""	THE VIEW FROM POMPEY'S HEAD, by Hamilton Basso. (Doubleday and Co.,		
1		1	15
""	Inc.)		
""			
2	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	3	17
""			
3	LOVE IS ETERNAL, by Irving Stone. (Doubleday.)	2	24
""			
4	KATHERINE, by Anya Seton. (Houghton Mifflin.)	4	18
""			
5	TRIAL, by Don M. Mankiewicz. (Harper and Row.)	5	4
""			
6	HADRIAN'S MEMOIRS, by Marguerite Yourcenar. (Farrar, Straus and Young.)	7	10
""			
7	MY BROTHER'S KEEPER, by Marcia Davenport. (Scribner.)	9	14
""			
8	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	8	55
""			
9	SOLDIER OF FORTUNE, by Ernest Kellogg Gann. (W. Sloane Associates.)	6	17
""			
10	PRAY FOR A BRAVE HEART, by Helen MacInnes. (Houghton Mifflin Harcourt.)	13	3
""			
11	BENTON'S ROW, by Frank Yerby. (Dial Press.)	11	9
""			
""	GOOD MORNING, MISS DOVE, by Frances Gray Patton. (Curtis Publishing		
12		10	12
""	Company.)		
""			
13	A WORLD OF LOVE, by Elizabeth Bowen. (Alden Press Bound.)	12	2
""			
14	THE CORNERSTONE, by Zoe Oldenbourg. (Pantheon Books.)	14	4
""			
15	BLUE HURRICANE, by F. Van Wyck Mason. (Lippincott.)	16	13
""			
16	THE FOUR WINDS, by David Beaty. (William Morrow and Company.)	--	1
This	February 13, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
1		1	119
""	Inc.)		
""			
2	THE TUMULT AND THE SHOUTING, by Grantland Rice. (A. S. Barnes and Co.)	2	13
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
3		3	5
""	Press.)		
""			
4	MY SEVERAL WORLDS, by Pearl S. Buck. (John Day Company.)	5	12
""			
5	ABRAHAM LINCOLN, by Carl Sandburg. ( Harcourt, Brace.)	4	18
""			
""	THE SATURDAY EVENING POST TREASURY, by Roger Butterfield. (Simon and		
6		7	13
""	Schuster.)		
""			
7	TREADMILL TO OBLIVION, by Fred Allen. (Little, Brown and Co.)	6	8
""			
8	I'LL CRY TOMORROW, by Lillian Roth. (Frederick Fell, Inc.)	8	36
""			
""	AN ENCYCLOPEDIA OF MODERN AMERICAN HUMOR, by Bennett Cerf.		
9		10	9
""	(Doubleday and Co.)		
""			
""	R.S.V.P. ELSA MAXWELL'S OWN STORY, by Elsa Maxwell. (Little, Brown and		
10		9	14
""	Co.)		
""			
11	THE PRAYERS OF PETER MARSHALL, by Catherine Marshall. (McGraw-Hill.)	11	12
""			
12	THE WHITE GATE, by Mary Ellen Chase. (W. W. Norton and Co.)	16	8
""			
""	THE WORLD OF ALBERT SCHWEITZER, by Erica Anderson and Eugene		
13		15	2
""	Exman. (Harper and Brothers.)		
""			
14	POLITICS IN AMERICA, by D.W. Brogan. (Harper and Brothers.)	--	1
""			
""	ADMIRAL KIMMEL'S STORY, by Husband E. Kimmel. (Henry Regnery		
15		14	2
""	Company.)		
""			
16	ATOMS IN THE FAMILY, by Laura Fermi. (University of Chicago Press.)	13	7
