This	December 14, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	1	12
""			
2	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	2	16
""			
""	AROUND THE WORLD WITH AUNTIE MAME, by Patrick Dennis. (Harcourt,		
3		3	16
""	Brace and Company.)		
""			
""	WOMEN AND THOMAS HARROW, by John P. Marquand. (Little, Brown and		
4		4	10
""	Company.)		
""			
5	EXODUS, by Leon Uris. (Doubleday.)	5	10
""			
6	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	6	47
""			
7	THE BEST OF EVERYTHING, by Rona Jaffe. (Simon and Schuster.)	7	13
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
""	and Company.)		
""			
9	FROM THE TERRACE, by John O'Hara. (Random House.)	10	2
""			
10	ANGELIQUE, by Sergeanne Golon. (J.B. Lippincott.)	12	10
""			
11	VICTORINE, by Frances Parkinson Keyes. (Julian Messner, Inc.)	9	5
""			
12	THE MOUNTAIN IS YOUNG, by Han Suyin. (Jonathan Cape.)	11	6
""			
13	THE RAINBOW AND THE ROSE, by Nevil Shute. (William Morrow.)	13	5
""			
14	THE KING MUST DIE, by Mary Renault. (Pantheon.)	--	20
""			
15	OUR MAN IN HAVANA, by Graham Greene. (William Heinemann Ltd.)	14	5
""			
16	BREAKFAST AT TIFFANY'S, by Truman Capote. (Random House.)	15	2
This	December 14, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	1	20
""			
2	AKU-AKU, by Thor Heyerdahl. (Rand McNally and Company.)	2	13
""			
3	"BAA BAA BLACK SHEEP, by Gregory ""Pappy"" Boyington. (Wilson Press.)"	3	18
""			
""	THE MEMOIRS OF FIELD-MARSHALL MONTGOMERY, by Field Marshall		
4		4	6
""	Montgomery. (World Publishing Co.)		
""			
5	ON MY OWN, by Eleanor Roosevelt. (Harper and Brothers.)	5	11
""			
""	WEDEMEYER REPORTS!, by General Albert C. Wedemeyer. (Henry Holt and		
6		16	2
""	Co.)		
""			
7	INSIDE RUSSIA TODAY, by John Gunther. (Harper and Brothers.)	6	34
""			
""	CHICAGO: A PICTORIAL HISTORY, by Herman Kogan and Lloyd Wendt. (E. P.		
8		12	2
""	Dutton.)		
""			
9	THE THREE EDWARDS, by Thomas B. Costain. (Doubleday and Company.)	10	5
""			
10	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	7	56
""			
11	ABANDON SHIP!, by Richard F. Newcomb. (Henry Holt and Company.)	9	10
""			
""	THE NEW TESTAMENT IN MODERN ENGLISH, by J.B. Phillips. (MacMillan		
12		14	10
""	Company.)		
""			
13	THE GREAT CHICAGO FIRE, by Robert Cromie. (McGraw-Hill.)	13	7
""			
14	THE PROUD POSSESSORS, by Aline B. Saarinen. (Random House.)	15	3
""			
""	THE AFFLUENT SOCIETY, by John Kenneth Galbraith. (Houghton Mifflin		
15		8	26
""	Company.)		
""			
16	HERBLOCK'S SPECIAL FOR TODAY, by Herbert Block. (Simon and Schuster.)	11	5
