This	May 25, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	2	58
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	1	15
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	8
""			
4	THE SARACEN BLADE, by Frank Yerby.	4	5
""			
5	THE CRUEL SEA, by Nicholas Monsarrat.	5	41
""			
6	THE HOUSES IN BETWEEN, by Howard Spring.	8	2
""			
7	S P Q R, by Paul Hyde Bonner.	11	7
""			
8	THE SWIMMING POOL, by Mary Roberts Rinehart.	6	16
""			
9	THE SON OF ADAM WYNGATE, by Mary O'Hara.	10	5
""			
10	THE GOLDEN HAND, by Edith Simon.	15	2
""			
11	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	16	2
""			
12	LIEUTENANT HORNBLOWER, by C.S. Forester.	7	6
""			
13	HOLD BACK THE NIGHT, by Pat Frank.	12	8
""			
14	THE PRESIDENT'S LADY, by Irving Stone.	13	33
""			
15	CAROLINE CHERIE, by Cecil St. Laurent.	--	1
""			
16	A STONE FOR DANNY FISHER, by Harold Robbins.	--	6
This	May 25, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	45
""			
2	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	2	10
""			
3	A MAN CALLED PETER, by Catherine Marshall.	4	31
""			
4	MR. PRESIDENT, by William Hillman.	3	8
""			
5	UNDER THE SEA-WIND, by Rachel Carson.	5	5
""			
6	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	8	11
""			
7	BOSWELL IN HOLAND, by Frederick A. Pottle.	11	3
""			
8	ELIZABETH, THE QUEEN, by Marion Crawford.	6	8
""			
9	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	12	2
""			
10	DUVEEN, by S.N. Behrman.	7	7
""			
11	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	13	26
""			
12	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	9	24
""			
13	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	10	6
""			
14	THROUGH CHARLEY'S DOOR, by Emily Kimbrough.	--	11
""			
15	THEY WENT TO COLLEGE, by Ernest Havemann and Patricia Salter West.	14	5
""			
16	THE PRIVATE PAPERS OF SENATOR VANDENBERG, by Arthur H.	16	2
""	Vandenberg Jr. and Joe Alex Morris.		
