This	June 17, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM HERE TO ETERNITY, by James Jones.	1	15
""			
2	THE CAINE MUTINY, by Herman Wouk.	2	9
""			
3	RETURN TO PARADISE, by James A. Michener.	4	7
""			
4	PROUD NEW FLAGS, by F. Van Wyck Mason.	3	7
""			
5	A WOMAN CALLED FANCY, by Frank Yerby.	5	4
""			
6	FESTIVAL, by J.B. Priestley.	7	9
""			
7	JOY STREET, by Frances Parkinson Keyes.	6	28
""			
8	THE FOUNDLING, by Francis Cardinal Spellman.	13	2
""			
9	GOD'S MEN, by Pearl S. Buck.	10	8
""			
10	THIS IS THE HOUR, by Lion Feuchtwanger.	8	2
""			
11	BARBARY SHORE, by Norman Mailer.	--	1
""			
12	APRIL SNOW, by Lillian Budd.	--	1
""			
13	MOULIN ROUGE, by Pierre La Mure.	11	13
""			
14	OLD HERBACEOUS, by Reginald Arkell.	12	15
""			
15	FIRE ON THE WIND, by David Garth.	--	1
""			
16	THE DISENCHANTED, by Budd Schulberg.	9	33
This	June 17, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	1	14
""			
2	A KING'S STORY, by Edward Windsor, Duke of Windsor.	2	8
""			
3	KON-TIKI, by Thor Heyerdahl.	3	40
""			
4	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	4	13
""			
5	BETTER HOMES AND GARDENS GARDEN BOOK, by Fleeta Brownell	5	9
""	Woodroffe.		
""			
6	ROMMEL, THE DESERT FOX, by Desmond Young.	12	20
""			
7	THE CHINA STORY, by Freda Utley.	8	3
""			
8	THE PEACE CAN BE WON, by Paul G. Hoffman.	6	6
""			
9	THE RIDDLE OF MACARTHUR, by John Gunther.	7	15
""			
10	WE BARRYMORES, by Lionel Barrymore and Cameron Shipp.	9	3
""			
11	COMMUNISM, DEMOCRACY, AND CATHOLIC POWER, by Paul Blanshard.	16	2
""			
12	MY SIX CONVICTS, by Donald Powell Wilson.	13	18
""			
13	LOOK YOUNGER, LIVE LONGER, by Gayelord Hauser.	14	62
""			
14	MARY'S GARDEN STORY, by Mary Garden and Louis Biancolli.	11	6
""			
15	DOMINATIONS AND POWERS, by George Santayana.	10	4
""			
16	OUT OF THIS WORLD, by Lowell Thomas Jr.	--	26
