This	December 9, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	34
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	17
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	8
""			
4	THE PRESIDENT'S LADY, by Irving Stone.	6	9
""			
5	MOSES, by Sholem Asch.	5	9
""			
6	THE END OF THE AFFAIR, by Graham Greene.	4	5
""			
7	FROM HERE TO ETERNITY, by James Jones.	7	40
""			
8	THE WANDERER, by Mika Waltari.	9	5
""			
9	THE CATCHER IN THE RYE, by J.D. Salinger.	8	20
""			
10	THE BLESSING, by Nancy Mitford.	10	7
""			
11	THE IRON MISTRESS, by Paul I. Wellman.	11	18
""			
12	THE FARMERS HOTEL, by John O'Hara.	13	2
""			
13	THE DUKE'S DAUGHTER, by Angela Thirkell.	12	4
""			
14	WAIT FOR THE WAGON, by Mary Lasswell.	--	1
""			
15	WE FISHED ALL NIGHT, by Willard Motley.	--	1
""			
16	THE FORTUNE TELLERS, by Berry Fleming.	--	1
This	December 9, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	21
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	3	6
""			
3	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	2	7
""			
4	KON-TIKI, by Thor Heyerdahl.	5	65
""			
5	A MAN CALLED PETER, by Catherine Marshall.	6	7
""			
6	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	4	5
""			
7	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	8	3
""			
8	CLOSING THE RING, by Winston S. Churchill.	--	1
""			
9	THE MAGNIFICENT CENTURY, by Thomas B. Costain.	7	10
""			
10	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	--	1
""			
11	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	12	2
""			
12	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	9	39
""			
13	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	10	5
""			
14	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	--	6
""			
15	AMERICAN DIPLOMACY, 1900-1950, by George F. Kennan.	14	8
""			
16	SHOW BIZ, by Abel Green and Joe Laurie Jr.	11	2
