This	June 22, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	62
""			
2	MY COUSIN RACHEL, by Daphne du Maurier.	2	19
""			
3	THE GOWN OF GLORY, by Agnes Sligh Turnbull.	3	12
""			
4	THE HOUSES IN BETWEEN, by Howard Spring.	4	6
""			
5	THE SARACEN BLADE, by Frank Yerby.	5	9
""			
6	THE CRUEL SEA, by Nicholas Monsarrat.	6	45
""			
7	THE GOLDEN HAND, by Edith Simon.	8	6
""			
8	INVISIBLE MAN, by Ralph Ellison.	14	7
""			
9	WINDOM'S WAY, by James Ramsey Ullman.	13	2
""			
10	THE HIDDEN FLOWER, by Pearl S. Buck.	9	3
""			
11	THE DEVIL'S ADVOCATE, by Taylor Caldwell.	11	6
""			
12	S P Q R, by Paul Hyde Bonner.	10	11
""			
13	THE SWIMMING POOL, by Mary Roberts Rinehart.	7	20
""			
14	LIEUTENANT HORNBLOWER, by C.S. Forester.	12	10
""			
15	THE ALEXANDRIANS, by Charles Mills.	--	1
""			
16	THE BENGAL TIGER, by Hall Hunter.	--	1
This	June 22, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WITNESS, by Whittaker Chambers.	2	4
""			
2	THE SEA AROUND US, by Rachel Carson.	1	49
""			
3	A MAN CALLED PETER, by Catherine Marshall.	3	35
""			
4	U.S.A. CONFIDENTIAL, by Jack Lait and Lee Mortimer.	4	14
""			
5	WINDOWS FOR THE CROWN PRICE, by Elizabeth Gray Vining.	6	4
""			
6	UNDER THE SEA-WIND, by Rachel Carson.	5	9
""			
7	THE MEMOIRS OF HERBERT HOOVER, Vol. 2, by Herbert Hoover.	12	6
""			
8	ELIZABETH, THE QUEEN, by Marion Crawford.	10	12
""			
9	MR. PRESIDENT, by William Hillman.	8	12
""			
10	ADVENTURES IN TWO WORLDS, by A.J. Cronin.	9	15
""			
11	BOSWELL IN HOLAND, by Frederick A. Pottle.	7	7
""			
12	GIVE THE LADY WHAT SHE WANTS, by Lloyd Wendt and Herman Kogan.	13	3
""			
13	WORKING WITH ROOSEVELT, by Samuel Irving Rosenman.	--	1
""			
14	THE STRUGGLE FOR EUROPE, by Chester Wilmot.	15	10
""			
15	THE THURBER ALBUM, by James Thurber.	--	1
""			
16	ONE MAN'S AMERICA, by Alistair Cooke.	--	2
