This	February 12, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EGYPTIAN, by Mika Waltari.	1	23
""			
2	THE PARASITES, by Daphne du Maurier.	2	5
""			
3	THE KING'S CAVALIER, by Samuel Shellabarger.	4	4
""			
4	GENTIAN HILL, by Elizabeth Goudge.	5	5
""			
5	MARY, by Sholem Asch.	3	17
""			
6	A RAGE TO LIVE, by John O'Hara.	6	24
""			
7	ONE ON THE HOUSE, by Mary Lasswell.	8	10
""			
8	THE WAY WEST, by A.B. Guthrie Jr.	9	16
""			
9	THE SHELTERING SKY, by Paul Bowles.	10	7
""			
10	THE WOMAN OF ROME, by Alberto Moravia.	7	12
""			
11	A LONG DAY'S DYING, by Frederick Buechner.	11	3
""			
12	THE HORSE'S MOUTH, by Joyce Cary.	--	1
""			
13	HOME TOWN, by Cleveland Amory.	12	3
""			
14	THE CRY AND THE COVENANT, by Morton Thompson.	13	2
""			
15	LITTLE BOY LOST, by Marghanita Laski	16	3
""			
16	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	--	19
This	February 12, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THIS I REMEMBER, by Eleanor Roosevelt.	1	12
""			
2	THE MATURE MIND, by Harry Allen Overstreet.	4	25
""			
3	HOME SWEET ZOO, by Clare Barnes.	3	9
""			
4	WHITE COLLAR ZOO, by Clare Barnes.	2	30
""			
5	MY THREE YEARS IN MOSCOW, by Walter Bedell Smith.	5	4
""			
6	MODERN ARMS AND FREE MEN, by Vannevar Bush.	7	10
""			
7	THE AUTOBIOGRAPHY OF WILL ROGERS, by Donald Day.	6	16
""			
8	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	8	3
""			
9	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	9	71
""			
10	MR. JONES, MEET THE MASTER, by Peter Marshall.	10	6
""			
11	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	16	28
""			
12	THE GOD THAT FAILED, by Arthur Koestler, Ignazio Silone, Richard Wright	14	2
""	and André Gide.		
""			
13	THE WATERS OF SILENCE, by Thomas Merton.	--	1
""			
14	PEACE OF SOUL, by Fulton J. Sheen.	11	43
""			
15	THE ROAD AHEAD, by John T. Flynn.	12	2
""			
16	THE SEVEN STOREY MOUNTAIN, by Thomas Merton.	15	62
