This	October 23, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	1	6
""			
2	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	2	32
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
3		3	13
""	Schuster.)		
""			
4	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	4	25
""			
5	THE TONTINE, by Thomas B. Costain. (Doubleday.)	6	3
""			
6	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	5	32
""			
7	BAND OF ANGELS, by Robert Penn Warren. (Random House.)	7	8
""			
8	CONFESSIONS OF FELIX KRULL, by Thomas Mann. (Alfred A. Knopf.)	9	3
""			
9	THE SIXTH OF JUNE, by Lionel Shapiro. (Doubleday.)	8	9
""			
10	THE GREAT MAN, by Al Morgan. (E. P. Dutton and Co., Inc.)	14	5
""			
11	PAPA'S WIFE, by Thyra Ferre Bjorn. (Rinehart and Co.)	11	2
""			
12	79 PARK AVENUE, by Harold Robbins. (Alfred A. Knopf.)	13	9
""			
13	THE FLOWER GIRLS, by Clemence Dane. (W. W. Norton and Company.)	15	16
""			
14	GRANDFATHER STORIES, by Samuel Hopkins Adams. (Random House.)	12	11
""			
15	A DREAM OF KINGS, by Davis Grubb. (Charles Scribner's Sons.)	--	1
""			
16	HERITAGE, by Anthony West. (Random House.)	--	1
This	October 23, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	31
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	155
""	Inc.)		
""			
3	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	3	31
""			
4	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	4	20
""			
5	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	9	3
""			
6	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	5	159
""			
7	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	6	29
""			
""	NEVER PLEAD GUILTY, by John Wesley Noble and Bernard Averbuch. (Farrar,		
8		7	7
""	Straus and Cudahy.)		
""			
9	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	8	21
""			
10	THE AFRICAN GIANT, by Stuart Cloete. (Houghton Mifflin.)	13	4
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
11		12	11
""	Company.)		
""			
""	THE NOTEBOOKS OF MAJOR THOMPSON, by Pierre Daninos. (Alfred A.		
12		10	3
""	Knopf.)		
""			
13	HIGH SIERRA COUNTRY, by Oscar Lewis. (Duell, Sloan and Pearce.)	15	9
""			
14	SEA FIGHTS AND SHIPWRECKS, by Hanson W. Baldwin. (Hanover House.)	--	1
""			
15	HIROSHIMA DIARY, by Michihiko Hachiya. (University of North Carolina Press.)	11	9
""			
""	THE LIFE AND WORK OF SIGMUND FREUD, Vol. II, by Ernest Jones MD.		
16		--	2
""	(Basic Books.)		
