This	January 8, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANDERSONVILLE, by MacKinlay Kantor. (Cleveland: World Publishing.)	1	10
""			
2	MARJORIE MORNINGSTAR, by Herman Wouk. (Doubleday and Company, Inc.)	2	17
""			
3	CASH McCALL, by Cameron Hawley. (Houghton and Mifflin.)	4	7
""			
4	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	3	43
""			
5	TEN NORTH FREDERICK, by John O'Hara. (Random House.)	5	5
""			
6	THE TONTINE, by Thomas B. Costain. (Doubleday.)	6	14
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
7		7	24
""	Schuster.)		
""			
8	AN EPISODE OF SPARROWS, by Rumer Godden. (Viking Press.)	8	4
""			
9	THE SMILING REBEL, by Harnett T. Kane. (Doubleday and Company.)	13	10
""			
10	A CHARMED LIFE, by Mary McCarthy. (Houghton Mifflin Harcourt.)	10	7
""			
11	THE DEER PARK, by Norman Mailer. (G.P. Putnam's Sons.)	12	11
""			
12	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	11	59
""			
13	BEYOND DESIRE, by Pierre La Mure. (Collins.)	16	2
""			
14	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	9	36
""			
15	THE PROPHET, by Sholem Asch. (G.P. Putmam's Sons.)	15	4
""			
""	LOVE, DEATH AND THE LADIES' DRILL TEAM, by Jessamyn West. (Harcourt,		
16		--	1
""	Brace and Company.)		
This	January 8, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	42
""			
2	INSIDE AFRICA, by John Gunther. (Harper and Brothers.)	2	14
""			
3	THE EDGE OF THE SEA, by Rachel Carson. (Houghton Mifflin.)	3	8
""			
4	A NIGHT TO REMEMBER, by Walter Lord. (Henry Holt and Company.)	4	5
""			
5	MEMOIRS, Vol. 1, by Harry S. Truman. (Doubleday and Co.)	6	8
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
6		5	166
""	Inc.)		
""			
""	THE SCROLLS FROM THE DEAD SEA, by Edmund Wilson. (Oxford University		
7		7	9
""	Press.)		
""			
""	THE NEW YORKER 1950-1955 ALBUM, by New Yorker Magazine. (Harper and		
8		9	11
""	Brothers.)		
""			
9	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	8	42
""			
10	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	10	31
""			
11	HERBLOCK'S HERE AND NOW, by Herbert Block. (Simon and Schuster.)	14	2
""			
""	A DEMOCRAT LOOKS AT HIS PARTY, by Dean Gooderham Acheson. (Harper		
12		11	6
""	and Brothers.)		
""			
13	THE EXURBANITES, by A.C. Spectorsky. (J. B. Lippincott.)	12	8
""			
14	THE WORLD WE LIVE IN, by the editors of Life and Lincoln Barnett. (Time Inc.)	13	4
""			
15	SO NEAR AND YET SO FAR, by Emily Kimbrough. (Harper and Brothers.)	16	9
""			
16	THURBER'S DOGS, by James Thurber. (Simon and Schuster.)	--	1
