This	December 2, 1956	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	10
""			
2	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	2	20
""			
3	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	4	90
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
4		5	4
""	Associates.)		
""			
5	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	3	41
""			
6	A CERTAIN SMILE, by Francoise Sagan. (E. P. Dutton and Company, Inc.)	6	16
""			
7	KING OF PARIS, by Guy Endore. (Cresset Press.)	7	7
""			
8	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	8	6
""			
9	COMPULSION, by Meyer Levin. (Simon and Schuster.)	9	3
""			
10	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	11	10
""			
11	THE SUCCESS, by Helen Howe. (Simon and Schuster.)	10	8
""			
12	MERRY CHRISTMAS, MR. BAXTER, by Edward Streeter. (Harper and Brothers.)	--	1
""			
13	OUR VALIANT FEW, by F Van Wyck Mason. (Little Brown and Company.)	14	3
""			
14	A SINGLE PEBBLE, by John Hersey. (Alfred A. Knopf.)	--	23
""			
15	RACHEL CADE, by Charles E. Mercer. (G. P. Putnam's Sons.)	13	6
""			
16	ANGLO-SAXON ATTITUDES, by Angus Wilson. (Viking.)	12	6
This	December 2, 1956	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	10
""			
2	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	6	3
""			
3	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	2	46
""			
4	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	4	34
""			
5	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	3	7
""			
6	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	5	9
""			
""	THE UNICORN AND OTHER POEMS, by Anne Morrow Lindbergh. (Pantheon		
7		7	9
""	Books.)		
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
8		10	6
""	Company.)		
""			
""	THE HEART HAS ITS REASONS, by Wallis Warfield Windsor, Duchess of		
9		8	7
""	Windsor. (David McKay Company.)		
""			
10	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	9	4
""			
""	AN HISTORIAN'S APPROACH TO RELIGION, by Arnold Joseph Toynbee.		
11		12	9
""	(Oxford University Press.)		
""			
12	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	--	1
""			
13	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	14	89
""			
14	EISENHOWER, by Robert J. Donovan. (Harper and Brothers.)	11	21
""			
15	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	--	1
""			
16	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	--	1
