This	December 29, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
1		1	17
""	Company.)		
""			
2	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	2	18
""			
3	BELOW THE SALT, by Thomas B. Costain. (Doubleday and Company, Inc.)	3	12
""			
4	ATLAS SHRUGGED, by Ayn Rand. (Random House.)	4	12
""			
5	ON THE BEACH, by Nevil Shute. (William Morrow and Company.)	5	21
""			
6	THE EDGE OF DARKNESS, by Mary Ellen Chase. (W. W. Norton.)	9	6
""			
7	THE SOUND OF THUNDER, by Taylor Caldwell. (Doubleday.)	6	10
""			
8	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	7	14
""			
9	THE WORLD OF SUZIE WONG, by Richard Mason. (World Publishing Co.)	8	21
""			
10	LAST TALES, by Isak Dinesen. (Random House.)	11	6
""			
11	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	10	66
""			
12	THE GALLANT MRS. STONEWALL, by Harnett T. Kane. (Doubleday.)	13	4
""			
13	SCENT OF CLOVES, by Norah Lofts. (Doubleday.)	--	2
""			
14	THOMASINA, by Paul Gallico. (Doubleday.)	--	1
""			
15	THE FALL, by Albert Camus. (Alfred A. Knopf.)	--	13
""			
16	A DEATH IN THE FAMILY, by James Agee. (McDowell, Obolensky.)	--	1
This	December 29, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	1	17
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
2		2	20
""	Paul Smith. (W.W. Norton and Company.)		
""			
3	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	3	6
""			
4	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	5	3
""			
5	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	4	31
""			
6	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	7	8
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
7		9	2
""	David Loth. (Simon and Schuster.)		
""			
8	ELOISE IN PARIS, by Kay Thompson. (Simon and Schuster.)	--	2
""			
9	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	6	18
""			
""	THE AGE OF REVOLUTION, by Winston S. Churchill. (Dodd, Mead and		
10		8	10
""	Company.)		
""			
11	THE REFORMATION, by Will Durant. (Simon and Schuster.)	11	12
""			
12	SAN FRANCISCO BAY, by Harold Gilliam. (Doubleday.)	12	8
""			
13	OUR PHILADELPHIA, by Frank Brookhouser. (Doubleday.)	10	5
""			
14	MR. BARUCH, by Margaret L. Coit. (Houghton Mifflin.)	--	1
""			
15	JUBILEE, by Edward Weeks and Emily Flint. (Little, Brown and Company.)	13	6
""			
16	PARKINSON'S LAW, by C. Northcote Parkinson. (Houghton and Mifflin.)	16	6
