This	January 13, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	16
""			
2	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	2	26
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
3		3	10
""	Associates.)		
""			
4	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	4	4
""			
5	COMPULSION, by Meyer Levin. (Simon and Schuster.)	6	9
""			
6	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	5	96
""			
7	KING OF PARIS, by Guy Endore. (Cresset Press.)	8	13
""			
8	THE LAST HURRAH, by Edwin O'Connor. (Little, Brown and Co.)	9	47
""			
9	MERRY CHRISTMAS, MR. BAXTER, by Edward Streeter. (Harper and Brothers.)	7	7
""			
10	JERICHO'S DAUGHTERS, by Paul Wellman. (Doubleday.)	10	12
""			
11	THESE THOUSAND HILLS, by A.B. Guthrie Jr. (Houghton Mifflin.)	12	5
""			
12	THE LOVING COUPLE, by Virginia Rowans. (Thomas Y. Crowell.)	11	16
""			
13	THE LAST OF THE WINE, by Mary Renault. (Pantheon Books, Inc.)	--	2
""			
14	THE WRECK OF THE MARY DEARE, by Hammond Innes. (Alfred A. Knopf.)	--	4
""			
15	ANGLO-SAXON ATTITUDES, by Angus Wilson. (Viking.)	13	12
""			
16	THE STRAIGHT AND NARROW PATH, by Honor Tracy. (Random House.)	15	10
This	January 13, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	1	16
""			
2	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	2	9
""			
3	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	3	13
""			
4	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	6
""			
5	THE FBI STORY, by Don Whitehead. (Random House.)	6	5
""			
6	THE NEW WORLD, by Winston S. Churchill. (Dodd, Mead and Company.)	5	7
""			
7	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	7	52
""			
8	AUTUMN ACROSS AMERICA, by Edwin Way Teale. (Dodd, Mead and Co.)	9	10
""			
9	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	11	6
""			
""	THREE SAINTS AND A SINNER, by Louise Hall Tharp. (Little, Brown and		
10		8	12
""	Company.)		
""			
11	THE LIFE OF THE PARTY, by Bennett Cerf. (Hanover House.)	10	6
""			
""	THE UNICORN AND OTHER POEMS, by Anne Morrow Lindbergh. (Pantheon		
12		13	14
""	Books.)		
""			
13	WATER, WATER EVERYWHERE, by Emily Kimbrough. (Harper and Brothers.)	16	5
""			
14	THE OUTSIDER, by Colin Wilson. (Houghton Mifflin Company.)	12	15
""			
""	THE DECISIVE BATTLE OF NASHVILLE, by Stanley Fitzgerald Horn. (University		
15		--	1
""	of Tennessee Press.)		
""			
16	ARTHRITIS AND COMMON SENSE, by Dale Alexander. (Witkower Press Inc.)	14	40
