This	December 16, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	35
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	18
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	9
""			
4	THE PRESIDENT'S LADY, by Irving Stone.	4	10
""			
5	THE END OF THE AFFAIR, by Graham Greene.	6	6
""			
6	MOSES, by Sholem Asch.	5	10
""			
7	FROM HERE TO ETERNITY, by James Jones.	7	41
""			
8	THE WANDERER, by Mika Waltari.	8	6
""			
9	THE BLESSING, by Nancy Mitford.	10	8
""			
10	THE IRON MISTRESS, by Paul I. Wellman.	11	19
""			
11	THE CATCHER IN THE RYE, by J.D. Salinger.	9	21
""			
12	WAIT FOR THE WAGON, by Mary Lasswell.	14	2
""			
13	WE FISHED ALL NIGHT, by Willard Motley.	15	2
""			
14	THE FARMERS HOTEL, by John O'Hara.	12	3
""			
15	THE HOLY SINNER, by Thomas Mann.	--	11
""			
16	THE DUKE'S DAUGHTER, by Angela Thirkell.	13	5
This	December 16, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	22
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	7
""			
3	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	3	8
""			
4	A MAN CALLED PETER, by Catherine Marshall.	5	8
""			
5	KON-TIKI, by Thor Heyerdahl.	4	66
""			
6	CLOSING THE RING, by Winston S. Churchill.	8	2
""			
7	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	6	6
""			
8	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	7	4
""			
9	INCREDIBLE NEW YORK, by Lloyd R. Morris.	--	1
""			
10	SHOW BIZ, by Abel Green and Joe Laurie Jr.	16	3
""			
11	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	14	7
""			
12	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	13	6
""			
13	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	--	1
""			
14	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	12	40
""			
15	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	10	2
""			
16	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	11	3
