This	October 11, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	1	9
""			
2	EXODUS, by Leon Uris. (Doubleday.)	2	53
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	51
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		5	28
""	Company.)		
""			
5	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	4	22
""			
6	THE CAVE, by Robert Penn Warren. (Random House.)	6	5
""			
7	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	8	11
""			
8	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	7	55
""			
9	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	13	5
""			
10	EVA, by Meyer Levin. (Simon and Schuster.)	10	4
""			
11	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	9	16
""			
12	THE TOWN HOUSE, by Norah Lofts. (Doubleday.)	--	2
""			
13	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	14	2
""			
14	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	12	2
""			
15	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	11	21
""			
16	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	--	38
This	October 11, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	2	13
""			
2	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	22
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
3		5	11
""	Company.)		
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	26
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
5		6	26
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
6	ACT ONE, by Moss Hart. (Random House.)	13	2
""			
7	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	3	18
""			
8	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	7	35
""			
9	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	9	13
""			
10	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	8	10
""			
11	THIS IS MY GOD, by Herman Wouk. (Doubleday and Co.)	--	1
""			
12	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	15	2
""			
13	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	10	18
""			
14	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	--	40
""			
15	MORE THAN MEETS THE EYE, by Carl Mydans. (Harper and Brothers.)	--	1
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
16		12	19
""	Winston Company.)		
