This	March 24, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	2	4
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	1	26
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	19
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	5	8
""			
5	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	4	10
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	7	5
""			
7	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	6	14
""			
8	THE FALL, by Albert Camus. (Alfred A. Knopf.)	13	3
""			
9	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	10	7
""			
10	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	9	7
""			
11	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	12	106
""			
12	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	8	36
""			
13	THE GUNS OF NAVARONE, by Alistair MacLean. (Doubleday.)	--	1
""			
""	THE TRIBE THAT LOST ITS HEAD, by Nicholas Monsarrat. (William Sloane		
14		14	20
""	Associates.)		
""			
15	THE EYE OF LOVE, by Margery Sharp. (Little, Brown and Company.)	--	1
""			
16	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	15	4
This	March 24, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	15
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	26
""			
3	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	3	19
""			
4	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	5	7
""			
5	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	6	7
""			
6	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	4	16
""			
7	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	9	7
""			
8	CITADEL, by William Smith White. (Harper and Brothers.)	8	8
""			
9	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	7	23
""			
10	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	--	1
""			
11	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	--	1
""			
12	THE LAST PARALLEL, by Martin Russ. (Rinehart and Company.)	11	8
""			
13	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	10	62
""			
14	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	12	16
""			
""	HERB CAEN'S GUIDE TO SAN FRANCISCO, by Herb Caen. (Doubleday and		
15		13	3
""	Company, Inc.)		
""			
16	BORN IN A CROWD, by Gloria Braggiotti. (Thomas Y. Crowell Company.)	--	1
