This	June 14, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	EXODUS, by Leon Uris. (Doubleday.)	1	36
""			
2	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	2	38
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		3	34
""	and Company.)		
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
4		4	11
""	Company.)		
""			
5	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	5	5
""			
6	LOLITA, by Vladimir Nabokov. (G.P. Putnam's Sons.)	6	42
""			
7	MRS. ARRIS GOES TO PARIS, by Paul Gallico. (Doubleday and Company, Inc.)	7	25
""			
8	NINE COACHES WAITING, by Mary Stewart. (M.S. Mill/William Morrow.)	8	16
""			
9	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	9	4
""			
10	THE CHINESE BOX, by Katherine Wigmore Eyre. (Appleton-Century-crofts, Inc.)	10	5
""			
11	THE HOURGLASS, by Edwin Gilbert. (J. B. Lippincott Company.)	11	7
""			
12	THE RAPE OF THE FAIR COUNTRY, by Alexander Cordell. (Doubleday.)	--	1
""			
13	THE THIRD CHOICE, by Elizabeth Janeway. (Doubleday.)	--	1
""			
14	FROM THE TERRACE, by John O'Hara. (Random House.)	12	28
""			
15	THE DEVIL IN BUCKS COUNTY, by Edmund Schiddel. (Simon and Schuster.)	--	16
""			
""	THE WATCH THAT ENDS THE NIGHT, by Hugh MacLennan. (Charles Scribner's		
16		15	14
""	Sons.)		
This	June 14, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	2	5
""			
2	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	1	18
""			
3	ONLY IN AMERICA, by Harry Lewis Golden. (World Publishing Co.)	3	46
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
4		4	9
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
""	WHAT WE MUST KNOW ABOUT COMMUNISM, by Harry and Bonaro		
5		5	18
""	Overstreet. (W.W. Norton and Co, Inc.)		
""			
6	MY BROTHER WAS AN ONLY CHILD, by Jack Douglas. (E.P. Dutton and Co.)	6	8
""			
7	ELIZABETH THE GREAT, by Elizabeth Jenkins. (Coward McCann.)	7	13
""			
8	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	15	2
""			
9	TWIXT TWELVE AND TWENTY, by Pat Boone. (Prentice-Hall, Inc.)	8	25
""			
10	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	--	1
""			
11	COLLISION COURSE, by Alvin Moscow. (G.P. Putnam's Sons.)	10	11
""			
""	THE DRESS DOCTOR, by Edith Head and Jane Kesner Ardmore. (Little, Brown		
12		11	9
""	and Company.)		
""			
13	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	9	9
""			
14	BROTHERHOOD OF EVIL, by Frederic Sondern. (Farrar, Straus, and Cudahy.)	13	13
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
15		14	4
""	Winston Company.)		
""			
16	DU BARRY, by Stanley Loomis. (J. B. Lippincott Co.)	--	5
