This	August 28, 1955	Last	Weeks
Week	Fiction	Week	On List
""			
1	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	2	24
""			
2	BONJOUR TRISTESSE, by Francoise Sagan. (E. P. Dutton and Co., Inc.)	1	24
""			
3	SOMETHING OF VALUE, by Robert Ruark. (Doubleday and Co.)	3	17
""			
""	THE MAN IN THE GRAY FLANNEL SUIT, by Sloan Wilson. (Simon and		
4		5	5
""	Schuster.)		
""			
5	THE FLOWER GIRLS, by Clemence Dane. (W. W. Norton and Company.)	4	8
""			
6	EXCELSIOR!, by Paul Hyde Bonner. (Charles Scribner's Sons.)	6	8
""			
7	NO TIME FOR SERGEANTS, by Mac Hyman. (Random House, Inc.)	8	45
""			
8	NOT AS A STRANGER, by Morton Thompson. (Charles Scribner's Sons.)	7	73
""			
9	THE DINNER PARTY, by Gretchen Finletter. (Harper and Brothers.)	9	15
""			
10	GRANDFATHER STORIES, by Samuel Hopkins Adams. (Random House.)	11	3
""			
11	OFFICERS AND GENTLEMEN, by Evelyn Waugh. (Little Brown and Co.)	12	6
""			
12	THE WINE OF YOUTH, by Robert Wilder. (G. P. Putnam's Sons.)	10	9
""			
13	79 PARK AVENUE, by Harold Robbins. (Alfred A. Knopf.)	14	3
""			
14	THE SIXTH OF JUNE, by Lionel Shapiro. (Doubleday.)	--	1
""			
""	SINCERELY, WILLIS WAYDE, by John Phillips Marquand. (Little, Brown and		
15		13	25
""	Company.)		
""			
16	RUN SILENT, RUN DEEP, by Edward L. Beach. (Henry Holt.)	15	19
This	August 28, 1955	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GIFT FROM THE SEA, by Anne Morrow Lindbergh. (Pantheon Books.)	1	23
""			
""	THE POWER OF POSITIVE THINKING, by Norman Vincent Peale. (Prentice-Hall,		
2		2	147
""	Inc.)		
""			
3	THE FAMILY OF MAN, by Edward Steichen. (Museum of Modern Art.)	4	12
""			
4	A MAN CALLED PETER, by Catherine Marshall. (McGraw-Hill Book Company.)	3	151
""			
5	WHY JOHNNY CAN'T READ, by Rudolf Franz Flesch. (Harper and Brothers.)	7	21
""			
6	HOW TO LIVE 365 DAYS A YEAR, by John A. Schindler. (Prentice-Hall, Inc.)	5	23
""			
7	ONIONS IN THE STEW, by Betty MacDonald. (J. B. Lippincott Co.)	6	13
""			
8	JEHOVAH'S WITNESSES, by Marley Cole. (Vantage Press.)	8	6
""			
""	THE HOUSE ON NAUSET MARSH, by Wyman Richardson. (W. W. Norton and		
9		9	3
""	Company.)		
""			
""	TIGER OF THE SNOWS, by Tenzing of Everest and James Ramsey Ullman.		
10		11	10
""	(G.P. Putnam's Sons.)		
""			
11	HIROSHIMA DIARY, by Michihiko Hachiya. (University of North Carolina Press.)	--	1
""			
""	THE LIVING PAST OF AMERICA, by Cornelius Vanderbilt. (Crown Publishers,		
12		--	4
""	Inc.)		
""			
13	THE GAME OF HEARTS, by Lesley Blanch. (Simon and Schuster.)	10	7
""			
14	HIGH SIERRA COUNTRY, by Oscar Lewis. (Duell, Sloan and Pearce.)	14	2
""			
""	GERTRUDE LAWRENCE AS MRS. A., by Richard Stoddard Aldrich. (Greystone		
15		--	32
""	Press.)		
""			
16	FROM MY EXPERIENCE, by Louis Bromfield. (Harper and Brothers.)	12	7
