This	April 7, 1957	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SCAPEGOAT, by Daphne du Maurier. (Doubleday and Co.)	1	6
""			
2	PEYTON PLACE, by Grace Metalious. (Simon and Schuster, Inc.)	2	28
""			
3	COMPULSION, by Meyer Levin. (Simon and Schuster.)	3	21
""			
4	BLUE CAMELLIA, by Frances Parkinson Keyes. (Julian Messner Inc.)	4	10
""			
5	THE PHILADELPHIAN, by Richard Powell. (Charles Scribner's Sons.)	5	12
""			
6	THE LAST ANGRY MAN, by Gerald Green. (Charles Scribner's Sons.)	6	7
""			
7	THE FALL, by Albert Camus. (Alfred A. Knopf.)	8	5
""			
8	THE FOUNTAIN OVERFLOWS, by Rebecca West. (Viking Press.)	7	16
""			
9	STOPOVER: TOKYO, by John P. Marquand. (Little, Brown and Co.)	9	9
""			
10	A LEGACY, by Sybille Bedford. (Simon and Schuster.)	11	6
""			
11	TWILIGHT FOR THE GODS, by Ernest Gann. (William Sloane Associates.)	--	8
""			
12	AUNTIE MAME, by Patrick Dennis. (Vanguard Press.)	14	108
""			
13	THE EYE OF LOVE, by Margery Sharp. (Little, Brown and Company.)	13	3
""			
14	THE GUNS OF NAVARONE, by Alistair MacLean. (Doubleday.)	12	3
""			
15	ONIONHEAD, by Weldon Hill. (David McKay.)	16	2
""			
16	DON'T GO NEAR THE WATER, by William Brinkley. (Random House Inc.)	10	38
This	April 7, 1957	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE FBI STORY, by Don Whitehead. (Random House.)	1	17
""			
2	THE NUN'S STORY, by Kathryn Hulme. (Little, Brown and Company.)	2	28
""			
3	THE ORGANIZATION MAN, by William H. Whyte Jr. (Simon and Schuster.)	3	9
""			
4	THIS HALLOWED GROUND, by Bruce Catton. (Doubleday and Company.)	4	21
""			
5	THE ROAD TO MILTOWN, by S.J. Perelman. (Simon and Schuster.)	5	9
""			
6	THE BRIDGE AT ANDAU, by James A. Michener. (Random House.)	6	3
""			
7	THE CRISIS OF THE OLD ORDER, by Arthur Schlesinger. (Houghton, Mifflin Co.)	8	3
""			
8	MEN TO MATCH MY MOUNTAINS, by Irving Stone. (Doubleday.)	7	25
""			
9	STAY ALIVE ALL YOUR LIFE, by Norman Vincent Peale. (Prentice-Hall, Inc.)	--	1
""			
10	MUCH ADO ABOUT ME, by Fred Allen. (Little, Brown and Co.)	9	18
""			
""	THE LION AND THE THRONE, by Catherine Drinker Bowen. (Little, Brown and		
11		--	1
""	Company.)		
""			
""	HERB CAEN'S GUIDE TO SAN FRANCISCO, by Herb Caen. (Doubleday and		
12		14	5
""	Company, Inc.)		
""			
13	CITADEL, by William Smith White. (Harper and Brothers.)	10	10
""			
14	INVESTORS' ROAD MAP, by Alice B. Morgan. (Simon and Schuster.)	11	9
""			
15	THE BIBLE AS HISTORY, by Werner Keller. (William Morrow and Company.)	15	18
""			
16	PROFILES IN COURAGE, by John F. Kennedy. (Harper and Brothers.)	12	64
