This	April 6, 1958	Last	Weeks
Week	Fiction	Week	On List
""			
1	ANATOMY OF A MURDER, by Robert Traver. (St. Martin's.)	1	11
""			
2	THE WINTHROP WOMAN, by Anya Seton. (Houghton Mifflin Company.)	2	5
""			
""	BY LOVE POSSESSED, by James Gould Cozzens. (Harcourt, Brace and		
3		3	31
""	Company.)		
""			
4	RALLY ROUND THE FLAG BOYS!, by Max Schulman. (Doubleday.)	4	32
""			
5	NORTH FROM ROME, by Helen MacInnes. (Houghton Mifflin Harcourt.)	6	5
""			
6	THE WHITE WITCH, by Elizabeth Goudge. (Coward-McCann, Inc.)	5	11
""			
7	MAGGIE-NOW, by Betty Smith. (Harper and Brothers.)	7	6
""			
8	TIME AND THE HOUR, by Howard Spring. (Harper and Brothers.)	9	4
""			
9	REMEMBER ME TO GOD, by Myron S. Kaufmann. (Lippincott,)	13	28
""			
10	THE ROOTS OF HEAVEN, by Romain Gary. (Simon and Schuster.)	12	8
""			
11	RIDE THE RED EARTH, by Paul Wellman. (Doubleday.)	11	3
""			
12	ICE PALACE, by Edna Ferber. (Doubleday.)	14	2
""			
13	THE SERGEANT, by Dennis Murphy. (Viking.)	--	1
""			
14	SOME CAME RUNNING, by James Jones. (Charles Scribner's Sons.)	8	11
""			
15	HOME FROM THE HILL, by William Humphrey. (Alfred A. Knopf.)	16	6
""			
16	EXILE AND THE KINGDOM, by Albert Camus. (Alfred A. Knopf.)	15	2
This	April 6, 1958	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PLEASE DON'T EAT THE DAISIES, by Jean Kerr. (Doubleday.)	1	17
""			
2	KIDS SAY THE DARNDEST THINGS!, by Art Linkletter. (Prentice Hall Inc.)	2	20
""			
3	MASTERS OF DECEIT, by J. Edgar Hoover. (Henry Holt and Co.)	5	2
""			
4	BARUCH: MY OWN STORY, by Bernard M. Baruch. (Henry Holt and Company.)	3	31
""			
""	"""WHERE DID YOU GO?"" ""OUT"" ""WHAT DID YOU DO?"" ""NOTHING."", by Robert"		
5		4	34
""	Paul Smith. (W.W. Norton and Company.)		
""			
""	THE GREAT DEMOCRACIES, by Winston S. Churchill. (Dodd, Mead and		
6		14	3
""	Company.)		
""			
7	LIFE PLUS 99 YEARS, by Nathan F. Leopold. (Doubleday and Company Inc.)	9	3
""			
""	PETER FREUCHEN'S BOOK OF THE SEVEN SEAS, by Peter Freuchen and		
8		6	16
""	David Loth. (Simon and Schuster.)		
""			
9	ATTORNEY FOR THE DAMNED, by Arthur Weinberg. (Simon and Schuster.)	7	12
""			
10	MADISON AVENUE, U.S.A., by Martin Mayer. (Harper and Brothers.)	10	2
""			
11	TO LIVE AGAIN, by Catherine Marshall. (McGraw Hill.)	11	22
""			
12	THE HIDDEN PERSUADERS, by Vance Packard. (David McKay Company.)	13	45
""			
13	THE NEW CLASS, by Milovan Djilas. (Frederick A. Praeger.)	8	30
""			
14	VOLTAIRE IN LOVE, by Nancy Mitford. (Harper and Brothers.)	12	4
""			
""	NAKED TO MINE ENEMIES, by Charles W. Ferguson. (Little, Brown and		
15		16	8
""	Company.)		
""			
""	THE PRIVATE WORLD OF PABLO PICASSO, by David Douglas Duncan.		
16		--	1
""	(Harper and Brothers.)		
