This	January 13, 1952	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	39
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	22
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	3	13
""			
4	THE PRESIDENT'S LADY, by Irving Stone.	4	14
""			
5	MOSES, by Sholem Asch.	5	14
""			
6	THE END OF THE AFFAIR, by Graham Greene.	6	10
""			
7	THE WANDERER, by Mika Waltari.	7	10
""			
8	THE IRON MISTRESS, by Paul I. Wellman.	10	23
""			
9	WE FISHED ALL NIGHT, by Willard Motley.	11	6
""			
10	THE CATCHER IN THE RYE, by J.D. Salinger.	12	25
""			
11	WAIT FOR THE WAGON, by Mary Lasswell.	13	6
""			
12	FROM HERE TO ETERNITY, by James Jones.	8	45
""			
13	THE BLESSING, by Nancy Mitford.	9	12
""			
14	CHOSEN COUNTRY, by John Dos Passos.	--	1
""			
15	THE LADY AND THE PAINTER, by Eleanor Palffy.	15	4
""			
16	BARABBAS, by Par Lagerkvist.	14	2
This	January 13, 1952	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	26
""			
2	THE NEW YORKER 25th ANNIVERSARY ALBUM, by New Yorker Magazine.	2	11
""			
3	A MAN CALLED PETER, by Catherine Marshall.	4	12
""			
4	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	3	12
""			
5	CLOSING THE RING, by Winston S. Churchill.	5	6
""			
6	THE GREATEST BOOK EVER WRITTEN, by Fulton Oursler.	6	5
""			
7	KON-TIKI, by Thor Heyerdahl.	7	70
""			
8	STRANGE LANDS AND FRIENDLY PEOPLES, by William O. Douglas.	9	8
""			
9	THE MEMOIRS OF HERBERT HOOVER, by Herbert Hoover.	8	10
""			
10	GODS, GRAVES AND SCHOLARS, by C.W. Ceram.	14	7
""			
11	SHOW BIZ, by Abel Green and Joe Laurie Jr.	12	7
""			
12	A FOREIGN POLICY FOR AMERICANS, by Robert A. Taft.	10	6
""			
13	FIFTY BILLION DOLLARS, by Jesse H. Jones and Edward Angly.	11	10
""			
14	WHITE  HOUSE PROFILE, by Bess Furman.	13	2
""			
15	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	16	11
""			
16	BACK TO MANDALAY, by Lowell Jackson Thomas.	--	1
