This	October 4, 1959	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury. (Doubleday and Company.)	2	8
""			
2	EXODUS, by Leon Uris. (Doubleday.)	1	52
""			
""	THE UGLY AMERICAN, by William J. Lederer and Eugene Burdick. (W.W. Norton		
3		4	50
""	and Company.)		
""			
4	LADY CHATTERLY'S LOVER, by D.H. Lawrence. (Random House.)	3	21
""			
""	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell. (Doubleday and		
5		5	27
""	Company.)		
""			
6	THE CAVE, by Robert Penn Warren. (Random House.)	6	4
""			
7	DOCTOR ZHIVAGO, by Boris Pasternak. (Random House Inc.)	8	54
""			
8	THE ART OF LLEWELLYN JONES, by Paul Hyde Bonner. (Scribner.)	9	10
""			
9	CALIFORNIA STREET, by Niven Busch. (Simon and Schuster.)	7	15
""			
10	EVA, by Meyer Levin. (Simon and Schuster.)	14	3
""			
11	CELIA GARTH, by Gwen Bristow. (Thomas Crowell Co.)	10	20
""			
12	THE LOTUS EATERS, by Gerald Green. (Charles Scribner's Sons.)	--	1
""			
13	THE THIRTEENTH APOSTLE, by Eugene Vale. (Charles Scribner's Sons.)	13	4
""			
14	THE DEVIL'S ADVOCATE, by Morris L. West. (William Morrow.)	--	1
""			
15	YESTERDAY, by Maria Dermout. (Simon and Schuster.)	--	1
""			
16	THE YOUNG TITAN, by F. Van Wyck Mason. (Doubleday.)	15	12
This	October 4, 1959	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE STATUS SEEKERS, by Vance Packard. (David McKay.)	1	21
""			
2	FOR 2C PLAIN, by Harry Golden. (World Publishing.)	2	12
""			
3	THE YEARS WITH ROSS, by James Thurber. ( Little, Brown and Company.)	3	17
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis. (Henry Holt and Company, Inc.)	4	25
""			
""	THE ELEMENTS OF STYLE, by William Strunk Jr. and E.B. White. (Macmillan		
5		6	10
""	Company.)		
""			
""	HOW I TURNED $1,000 INTO A MILLION IN REAL ESTATE -- IN MY SPARE		
6		5	25
""	TIME, by William Nickerson. (Simon and Schuster.)		
""			
7	MINE ENEMY GROWS OLDER, by Alexander King. (Simon and Schuster.)	7	34
""			
8	THE GREAT IMPOSTER, by Robert Crichton. (Random House.)	8	9
""			
9	RICHARD NIXON, by Earl Mazo. (Harper and Brothers.)	9	12
""			
10	THE HOUSE OF INTELLECT, by Jacques Barzun. (Harper and Brothers.)	16	17
""			
11	JOHN PAUL JONES, by Samuel Eliot Morison. (Little, Brown and Company.)	--	1
""			
""	CHARLEY WEAVER'S LETTERS FROM MAMMA, by Cliff Arquette. (John C.		
12		12	18
""	Winston Company.)		
""			
13	ACT ONE, by Moss Hart. (Random House.)	--	1
""			
14	IMAGE OF AMERICA, by Richard Bruckberger. (Viking.)	14	8
""			
15	GROUCHO AND ME, by Groucho Marx. (Bernard Geis Associates.)	--	1
""			
""	SENATOR JOE McCARTHY, by Richard H. Rovere. (Harcourt, Brace and		
16		10	13
""	Company.)		
