This	March 5, 1950	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PARASITES, by Daphne du Maurier.	1	8
""			
2	THE KING'S CAVALIER, by Samuel Shellabarger.	3	7
""			
3	THE EGYPTIAN, by Mika Waltari.	2	26
""			
4	GENTIAN HILL, by Elizabeth Goudge.	4	8
""			
5	THE HORSE'S MOUTH, by Joyce Cary.	7	4
""			
6	MARY, by Sholem Asch.	5	20
""			
7	A RAGE TO LIVE, by John O'Hara.	6	27
""			
8	ONE ON THE HOUSE, by Mary Lasswell.	8	13
""			
9	JUBILEE TRAIL, by Gwen Bristow.	11	2
""			
10	A LONG DAY'S DYING, by Frederick Buechner.	10	6
""			
11	THE SHELTERING SKY, by Paul Bowles.	14	10
""			
12	THE STRANGE LAND, by Ned Calmer.	15	2
""			
13	I, MY ANCESTOR, by Nancy Wilson Ross.	9	3
""			
14	HOME TOWN, by Cleveland Amory.	16	6
""			
15	THE MAN WITH THE GOLDEN ARM, by Nelson Algren.	--	21
""			
16	THE BECKONING DOOR, by Mabel Seeley.	--	1
This	March 5, 1950	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MATURE MIND, by Harry Allen Overstreet.	2	28
""			
2	THIS I REMEMBER, by Eleanor Roosevelt.	1	15
""			
3	HOME SWEET ZOO, by Clare Barnes.	3	12
""			
4	WHITE COLLAR ZOO, by Clare Barnes.	4	33
""			
5	THE PEABODY SISTERS OF SALEM, by Louise Hall Tharp.	6	6
""			
6	MY THREE YEARS IN MOSCOW, by Walter Bedell Smith.	5	7
""			
7	DECISION IN GERMANY, by Lucius Du Bignon Clay.	8	2
""			
8	THE BABY, by Simon & Schuster	--	1
""			
9	AMERICAN FREEDOM AND CATHOLIC POWER, by Paul Blanshard.	15	31
""			
10	MR. JONES, MEET THE MASTER, by Peter Marshall.	11	9
""			
11	THE ROAD AHEAD, by John T. Flynn.	12	5
""			
12	A GUIDE TO CONFIDENT LIVING, by Norman Vincent Peale.	13	74
""			
13	MODERN ARMS AND FREE MEN, by Vannevar Bush.	7	13
""			
14	I LEAP OVER THE WALL, by Monica Baldwin.	10	3
""			
15	LOVE STORY, by Ruth McKenney.	--	1
""			
16	THE GOD THAT FAILED, by Arthur Koestler, Ignazio Silone, Richard Wright	--	4
""	and André Gide.		
