This	October 28, 1951	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CAINE MUTINY, by Herman Wouk.	1	28
""			
2	THE CRUEL SEA, by Nicholas Monsarrat.	2	11
""			
3	MELVILLE GOODWIN, USA, by John Marquand.	5	2
""			
4	FROM HERE TO ETERNITY, by James Jones.	3	34
""			
5	THE CATCHER IN THE RYE, by J.D. Salinger.	4	14
""			
6	THE IRON MISTRESS, by Paul I. Wellman.	6	12
""			
7	THE PRESIDENT'S LADY, by Irving Stone.	8	3
""			
8	MOSES, by Sholem Asch.	7	3
""			
9	THE BLESSING, by Nancy Mitford.	--	1
""			
10	REQUIEM FOR A NUN, by William Faulkner.	10	3
""			
11	THE HOLY SINNER, by Thomas Mann.	11	5
""			
12	LIE DOWN IN DARKNESS, by William Styron.	9	5
""			
13	MR.SMITH, by Louis Bromfield.	12	8
""			
14	THE ROAD TO BITHYNIA, by Frank G. Slaughter.	14	7
""			
15	RETURN TO PARADISE, by James A. Michener.	13	26
""			
16	WOMAN AT THE WINDOW, by Nelia Gardner White.	--	1
This	October 28, 1951	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SEA AROUND US, by Rachel Carson.	1	15
""			
2	KON-TIKI, by Thor Heyerdahl.	2	59
""			
3	WASHINGTON CONFIDENTIAL, by Jack Lait and Lee Mortimer.	3	33
""			
4	WHITE MAN RETURNS, by Agnes Newton Keith.	4	10
""			
5	THE MAGNIFICENT CENTURY, by Thomas B. Costain.	5	4
""			
6	DIZZY, by Hesketh Pearson.	6	8
""			
7	THE FORRESTAL DIARIES, by Walter Millis and E.S. Duffield.	--	1
""			
8	SCHNOZZOLA, by Gene Fowler.	8	3
""			
9	BETTER HOMES AND GARDENS HANDYMAN'S BOOK.	11	3
""			
10	A MAN CALLED PETER, by Catherine Marshall.	--	1
""			
11	A SOLDIER'S STORY, by Omar Nelson Bradley.	10	18
""			
12	A KING'S STORY, by Edward Windsor, Duke of Windsor.	12	27
""			
13	FIGHT AGAINST FEARS, by Lucy Freeman.	7	14
""			
14	THE STORY OF THE NEW YORK TIMES, by Meyer Berger.	9	4
""			
15	HIS EYE IS ON THE SPARROW, by Ethel Waters and Charles Samuels.	13	32
""			
16	AMERICAN DIPLOMACY, 1900-1950, by George F. Kennan.	16	2
